# ----------------------------------------
# 1 Master View
# Webanalytics_Analyse
# 20100101-20181217
# ----------------------------------------

Default Channel Grouping (Standard-Channelgruppierung),Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Durchschnittl. Sitzungsdauer,Eindeutige Ereignisse,Hinzufügungen des Produkts zum Einkaufswagen,Purchase Completed (Abschlüsse für Zielvorhaben 1),E-Commerce-Conversion-Rate,Durchschn. Preis,Durchschn. Bestellwert,Gesamtwert,Umsatz
Social,25-34,New Zealand,"57,62 %",130,"1,86",00:00:22,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Pakistan,"57,56 %",209,"4,58",00:01:57,195,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Kosovo,"57,56 %",180,"2,12",00:00:41,144,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Croatia,"57,56 %",231,"2,42",00:00:59,72,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Macedonia (FYROM),"57,56 %",231,"1,97",00:00:50,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,India,"57,54 %",1.010,"2,34",00:01:11,224,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Philippines,"57,54 %",1.060,"1,75",00:00:41,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Romania,"57,54 %",967,"3,99",00:02:03,570,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Germany,"57,51 %",411,"4,05",00:01:10,216,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Ireland,"57,47 %",87,"1,49",00:00:32,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Pakistan,"57,47 %",72,"3,40",00:03:40,58,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Greece,"57,47 %",79,"3,23",00:02:23,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Estonia,"57,47 %",87,"3,48",00:02:01,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Mongolia,"57,47 %",87,"1,57",00:00:23,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Singapore,"57,45 %",188,"3,19",00:01:29,79,29,7,"3,72 %","11,41 $","58,69 $","410,80 $","410,80 $"
Organic Search,25-34,Estonia,"57,44 %",274,"2,62",00:01:22,65,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Georgia,"57,43 %",101,"1,71",00:00:12,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Argentina,"57,43 %",87,"5,29",00:01:59,87,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,South Africa,"57,43 %",101,"1,71",00:00:32,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Norway,"57,34 %",945,"3,57",00:01:43,534,173,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Switzerland,"57,33 %",981,"3,99",00:01:50,491,274,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Sweden,"57,27 %",375,"3,10",00:02:13,173,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Other Paid Search,45-54,United States,"57,27 %",397,"5,13",00:02:32,440,79,7,"1,54 %","21,18 $","52,76 $","369,32 $","369,32 $"
Direct,35-44,Germany,"57,27 %",945,"3,40",00:01:39,346,50,14,"1,34 %","78,72 $","326,14 $","4.566,00 $","4.566,00 $"
Organic Search,35-44,India,"57,25 %",2.856,"2,57",00:01:44,923,137,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Germany,"57,22 %",325,"3,58",00:01:55,159,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Spain,"57,18 %",353,"2,59",00:01:23,94,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Chile,"57,14 %",231,"2,52",00:00:53,108,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Thailand,"57,10 %",267,"3,55",00:01:51,151,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,India,"57,09 %",1.536,"2,01",00:00:59,231,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,India,"57,03 %",11.282,"2,28",00:00:56,2.893,325,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Netherlands,"56,95 %",3.888,"3,23",00:02:13,1.948,498,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Bulgaria,"56,94 %",382,"1,81",00:00:32,58,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Turkey,"56,93 %",202,"3,18",00:01:27,101,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Albania,"56,93 %",195,"1,53",00:00:24,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,United Kingdom,"56,85 %",1.681,"2,55",00:00:51,447,72,7,"0,39 %","18,24 $","26,53 $","185,74 $","185,74 $"
Affiliates,35-44,Taiwan,"56,78 %",231,"3,34",00:01:16,202,108,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,United Kingdom,"56,77 %",1.096,"2,37",00:00:46,310,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Brazil,"56,76 %",765,"4,16",00:02:11,563,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Netherlands,"56,71 %",563,"3,50",00:01:53,418,188,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,France,"56,71 %",606,"4,00",00:03:41,281,115,22,"1,00 %","12,11 $","86,49 $","605,41 $","605,41 $"
Organic Search,35-44,Australia,"56,68 %",2.871,"4,23",00:02:11,1.666,310,7,"0,22 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Sweden,"56,63 %",1.421,"3,67",00:02:31,808,180,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,South Africa,"56,63 %",166,"2,96",00:01:35,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Italy,"56,58 %",231,"4,34",00:03:17,130,115,7,"2,49 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,South Korea,"56,58 %",534,"2,76",00:01:52,188,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Australia,"56,58 %",390,"4,23",00:01:58,317,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Netherlands,"56,55 %",238,"3,32",00:02:52,94,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,United Kingdom,"56,55 %",238,"2,35",00:00:45,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Romania,"56,54 %",1.479,"2,22",00:00:42,375,137,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Tunisia,"56,52 %",94,"3,95",00:03:00,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Vietnam,"56,52 %",94,"1,63",00:00:21,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,65+,Brazil,"56,52 %",108,"2,76",00:00:42,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Philippines,"56,52 %",108,"2,89",00:01:31,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,(not set),"56,52 %",115,"1,95",00:00:47,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Singapore,"56,52 %",79,"4,90",00:01:14,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Tunisia,"56,52 %",101,"2,76",00:01:41,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Dominican Republic,"56,52 %",101,"1,57",00:00:28,79,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Belgium,"56,42 %",1.522,"4,07",00:03:06,959,238,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Pakistan,"56,40 %",757,"3,84",00:02:49,462,94,7,"0,83 %","25,76 $","25,76 $","180,33 $","180,33 $"
Organic Search,25-34,Peru,"56,40 %",1.313,"4,08",00:03:21,1.031,195,7,"0,41 %","8,70 $","72,05 $","504,35 $","504,35 $"
Organic Search,25-34,Malaysia,"56,31 %",2.049,"4,68",00:02:11,1.782,454,29,"1,13 %","2,44 $","88,58 $","2.568,72 $","2.568,72 $"
Direct,25-34,Chile,"56,28 %",173,"3,56",00:01:32,79,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,United Arab Emirates,"56,28 %",418,"3,06",00:01:13,238,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Spain,"56,28 %",180,"2,06",00:01:38,22,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Kenya,"56,28 %",231,"3,09",00:02:15,36,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Jordan,"56,08 %",252,"1,80",00:00:39,87,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Netherlands,"56,05 %",931,"3,73",00:01:31,483,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Japan,"56,03 %",1.378,"4,49",00:02:41,1.205,130,29,"1,38 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Russia,"55,93 %",945,"3,07",00:01:56,433,94,7,"0,64 %","3,92 $","12,33 $","86,34 $","86,34 $"
Organic Search,25-34,Australia,"55,93 %",5.453,"3,73",00:02:10,3.080,714,7,"0,11 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,South Korea,"55,92 %",188,"2,44",00:01:02,65,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Bulgaria,"55,92 %",195,"3,56",00:02:22,130,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Austria,"55,92 %",195,"2,38",00:00:30,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Colombia,"55,92 %",238,"2,09",00:00:52,202,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Sweden,"55,88 %",1.984,"3,37",00:02:23,1.089,274,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,United Kingdom,"55,86 %",1.760,"3,33",00:02:20,1.068,231,22,"0,92 %","48,85 $","48,85 $","1.074,78 $","1.074,78 $"
Direct,18-24,Indonesia,"55,80 %",433,"3,53",00:03:33,173,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Bosnia & Herzegovina,"55,80 %",469,"2,22",00:01:25,123,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Singapore,"55,79 %",3.087,"4,38",00:02:22,2.777,1.017,43,"0,76 %","6,52 $","574,70 $","20.689,38 $","20.689,38 $"
Direct,25-34,Ukraine,"55,75 %",700,"3,68",00:02:17,534,43,7,"0,75 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Malaysia,"55,63 %",1.111,"2,05",00:00:45,144,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Mexico,"55,61 %",505,"3,58",00:02:46,274,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Paid Search,55-64,United States,"55,58 %",4.883,"3,71",00:01:43,5.410,606,72,"1,35 %","21,77 $","76,83 $","6.684,61 $","6.684,61 $"
Social,35-44,Egypt,"55,51 %",411,"2,08",00:00:44,101,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,South Africa,"55,46 %",274,"7,34",00:04:17,245,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Denmark,"55,38 %",87,"2,00",00:00:07,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Russia,"55,38 %",238,"3,22",00:01:56,72,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Bulgaria,"55,38 %",123,"3,28",00:01:01,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Netherlands,"55,38 %",180,"3,51",00:02:36,123,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Latvia,"55,38 %",224,"2,72",00:00:33,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Nigeria,"55,38 %",238,"2,33",00:01:50,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Greece,"55,38 %",115,"2,05",00:00:40,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Colombia,"55,38 %",101,"4,49",00:02:20,79,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Lebanon,"55,38 %",108,"2,16",00:01:11,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Colombia,"55,33 %",772,"4,18",00:03:31,418,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Generic Paid Search,65+,United States,"55,20 %",729,"3,21",00:00:48,1.414,14,7,"0,84 %","3,45 $","14,60 $","102,21 $","102,21 $"
Organic Search,18-24,New Zealand,"55,20 %",714,"2,79",00:01:26,281,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Czechia,"55,19 %",1.248,"4,15",00:01:47,707,130,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Sri Lanka,"55,13 %",793,"3,85",00:02:22,397,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Brazil,"55,02 %",180,"3,18",00:02:06,101,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Pakistan,"54,99 %",1.183,"1,80",00:00:46,216,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Italy,"54,91 %",202,"2,80",00:00:58,108,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Italy,"54,86 %",137,"4,86",00:02:08,72,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Finland,"54,86 %",137,"3,21",00:00:32,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Greece,"54,86 %",144,"3,66",00:02:17,94,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Vietnam,"54,86 %",115,"1,95",00:01:10,14,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Denmark,"54,86 %",137,"3,66",00:05:30,108,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Portugal,"54,72 %",144,"3,26",00:01:24,72,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Venezuela,"54,72 %",144,"5,90",00:03:05,151,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Czechia,"54,72 %",144,"2,99",00:00:54,94,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Colombia,"54,72 %",159,"2,36",00:01:05,137,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Russia,"54,71 %",390,"2,73",00:03:50,180,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Brazil,"54,68 %",4.148,"4,36",00:02:22,2.676,541,7,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Belgium,"54,62 %",166,"3,55",00:02:20,245,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Ireland,"54,62 %",1.298,"3,44",00:01:24,498,123,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Italy,"54,58 %",4.285,"3,96",00:01:36,2.561,346,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,South Africa,"54,46 %",635,"3,39",00:02:22,361,94,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Switzerland,"54,43 %",79,"6,85",00:02:07,87,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Peru,"54,43 %",72,"4,57",00:01:12,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,65+,Vietnam,"54,43 %",72,"2,84",00:01:52,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Moldova,"54,43 %",72,"7,22",00:01:16,123,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,China,"54,43 %",72,"4,01",00:01:35,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Ireland,"54,43 %",79,"2,01",00:00:41,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Greece,"54,43 %",72,"2,28",00:01:23,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Brazil,"54,39 %",555,"4,07",00:02:54,353,58,7,"1,08 %","24,72 $","24,72 $","173,05 $","173,05 $"
Organic Search,45-54,Sweden,"54,39 %",613,"2,77",00:01:30,166,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Sweden,"54,37 %",224,"2,23",00:00:27,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,France,"54,36 %",5.612,"3,76",00:02:21,2.929,620,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Lebanon,"54,34 %",166,"1,75",00:00:40,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Canada,"54,28 %",577,"3,96",00:01:48,267,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Generic Paid Search,55-64,United States,"54,27 %",981,"6,21",00:02:03,1.847,454,22,"2,66 %","15,00 $","40,37 $","1.170,64 $","1.170,64 $"
Referral,25-34,France,"54,24 %",844,"3,46",00:01:51,483,72,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Italy,"54,20 %",873,"3,38",00:02:26,433,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Japan,"54,16 %",548,"2,41",00:01:58,224,94,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Italy,"54,12 %",483,"4,30",00:02:22,339,22,7,"1,31 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Germany,"54,09 %",353,"3,85",00:02:00,216,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Japan,"54,09 %",382,"5,00",00:01:39,469,130,14,"3,18 %","169,51 $","266,38 $","3.729,26 $","3.729,26 $"
Social,35-44,Philippines,"53,95 %",1.984,"1,81",00:00:51,216,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Thailand,"53,93 %",238,"5,21",00:03:56,281,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Taiwan,"53,82 %",757,"2,72",00:02:59,375,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,18-24,United States,"53,78 %",1.457,"2,72",00:02:54,382,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,18-24,Vietnam,"53,72 %",159,"4,30",00:02:56,137,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Egypt,"53,72 %",151,"6,26",00:06:39,130,22,7,"3,72 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Mexico,"53,72 %",173,"2,91",00:00:52,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Netherlands,"53,72 %",793,"3,26",00:02:15,346,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Costa Rica,"53,70 %",108,"2,94",00:01:20,22,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Denmark,"53,70 %",94,"4,47",00:02:37,115,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Lithuania,"53,70 %",101,"3,94",00:00:55,72,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Pakistan,"53,70 %",94,"1,81",00:01:11,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Indonesia,"53,70 %",108,"3,27",00:00:41,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Japan,"53,65 %",2.049,"3,88",00:02:22,1.587,224,29,"0,95 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Bangladesh,"53,63 %",591,"2,69",00:01:04,296,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Ireland,"53,59 %",390,"3,11",00:01:37,151,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Germany,"53,58 %",1.284,"3,95",00:02:00,685,151,7,"0,46 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Australia,"53,57 %",3.484,"4,44",00:02:00,1.782,512,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Turkey,"53,56 %",2.013,"3,90",00:02:02,1.407,260,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Australia,"53,55 %",289,"2,09",00:00:36,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Macedonia (FYROM),"53,55 %",267,"1,84",00:00:37,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Turkey,"53,50 %",678,"3,69",00:02:12,368,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Italy,"53,47 %",346,"2,43",00:01:19,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Iraq,"53,47 %",195,"1,82",00:00:15,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Romania,"53,32 %",2.272,"2,29",00:01:07,678,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Brazil,"53,25 %",137,"3,78",00:04:14,137,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Ukraine,"53,25 %",144,"3,94",00:03:16,130,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Sri Lanka,"53,25 %",195,"3,22",00:01:29,101,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Philippines,"53,24 %",433,"1,82",00:00:56,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Indonesia,"53,24 %",2.359,"3,39",00:02:41,1.089,202,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Ukraine,"53,24 %",173,"3,17",00:03:13,115,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Belgium,"53,24 %",202,"2,50",00:00:28,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Peru,"53,24 %",159,"4,61",00:05:16,79,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Austria,"53,19 %",94,"2,84",00:01:26,43,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,65+,Taiwan,"53,19 %",87,"4,76",00:01:54,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Georgia,"53,19 %",87,"3,76",00:01:32,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,New Zealand,"53,19 %",94,"4,06",00:00:47,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Ireland,"53,19 %",94,"2,46",00:00:33,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Kuwait,"53,19 %",79,"3,22",00:00:50,65,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,(not set),"53,19 %",79,"4,61",00:02:17,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Bulgaria,"53,19 %",94,"1,77",00:00:30,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,South Korea,"53,18 %",613,"3,30",00:01:20,281,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Spain,"53,14 %",1.861,"4,29",00:02:12,952,130,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Jordan,"53,06 %",245,"2,09",00:02:26,123,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Italy,"53,06 %",2.994,"3,96",00:01:58,1.609,483,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Canada,"52,94 %",462,"2,76",00:00:50,252,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Poland,"52,88 %",281,"2,36",00:00:53,144,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Singapore,"52,87 %",1.291,"3,63",00:02:55,757,50,7,"0,46 %","11,29 $","737,66 $","5.163,62 $","5.163,62 $"
Organic Search,18-24,Ecuador,"52,85 %",115,"4,34",00:01:42,94,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Norway,"52,85 %",108,"4,69",00:03:14,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Ukraine,"52,85 %",108,"1,88",00:01:21,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
