Channel,Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Sitzungsdauer,Eindeutige Ereignisse,Einkaufswagen,Purchase_Completed,Conversion_Rate,Preis,Betsellwert,Gesamtwert,Umsatz
721,Organic Search,55-64,Indonesia,53.7,108,3.27,00:00:41,65,0,0,0.0,0.0,0.0,0.0,0.0
722,Direct,25-34,Japan,53.65,2049,3.88,00:02:22,1587,224,29,0.95,0.0,0.0,0.0,0.0
723,Social,18-24,Bangladesh,53.63,591,2.69,00:01:04,296,58,0,0.0,0.0,0.0,0.0,0.0
724,Organic Search,45-54,Ireland,53.59,390,3.11,00:01:37,151,0,0,0.0,0.0,0.0,0.0,0.0
725,Direct,25-34,Germany,53.58,1284,3.95,00:02:00,685,151,7,0.46,0.0,0.0,0.0,0.0
726,Organic Search,18-24,Australia,53.57,3484,4.44,00:02:00,1782,512,0,0.0,0.0,0.0,0.0,0.0
727,Organic Search,25-34,Turkey,53.56,2013,3.9,00:02:02,1407,260,0,0.0,0.0,0.0,0.0,0.0
728,Social,35-44,Australia,53.55,289,2.09,00:00:36,65,0,0,0.0,0.0,0.0,0.0,0.0
729,Social,35-44,Macedonia (FYROM),53.55,267,1.84,00:00:37,0,0,0,0.0,0.0,0.0,0.0,0.0
730,Direct,25-34,Turkey,53.5,678,3.69,00:02:12,368,58,0,0.0,0.0,0.0,0.0,0.0
731,Referral,35-44,Italy,53.47,346,2.43,00:01:19,94,0,0,0.0,0.0,0.0,0.0,0.0
732,Social,25-34,Iraq,53.47,195,1.82,00:00:15,65,0,0,0.0,0.0,0.0,0.0,0.0
733,Social,18-24,Romania,53.32,2272,2.29,00:01:07,678,7,0,0.0,0.0,0.0,0.0,0.0
734,Affiliates,35-44,Brazil,53.25,137,3.78,00:04:14,137,14,0,0.0,0.0,0.0,0.0,0.0
735,Direct,35-44,Ukraine,53.25,144,3.94,00:03:16,130,0,0,0.0,0.0,0.0,0.0,0.0
736,Organic Search,35-44,Sri Lanka,53.25,195,3.22,00:01:29,101,0,0,0.0,0.0,0.0,0.0,0.0
737,Social,55-64,Philippines,53.24,433,1.82,00:00:56,36,0,0,0.0,0.0,0.0,0.0,0.0
738,Organic Search,18-24,Indonesia,53.24,2359,3.39,00:02:41,1089,202,0,0.0,0.0,0.0,0.0,0.0
739,Affiliates,25-34,Ukraine,53.24,173,3.17,00:03:13,115,14,0,0.0,0.0,0.0,0.0,0.0
740,Referral,25-34,Belgium,53.24,202,2.5,00:00:28,43,7,0,0.0,0.0,0.0,0.0,0.0
741,Referral,25-34,Peru,53.24,159,4.61,00:05:16,79,22,0,0.0,0.0,0.0,0.0,0.0
742,Direct,35-44,Austria,53.19,94,2.84,00:01:26,43,22,0,0.0,0.0,0.0,0.0,0.0
743,Direct,65+,Taiwan,53.19,87,4.76,00:01:54,14,0,0,0.0,0.0,0.0,0.0,0.0
744,Organic Search,25-34,Georgia,53.19,87,3.76,00:01:32,36,0,0,0.0,0.0,0.0,0.0,0.0
745,Social,18-24,New Zealand,53.19,94,4.06,00:00:47,79,14,0,0.0,0.0,0.0,0.0,0.0
746,Social,35-44,Ireland,53.19,94,2.46,00:00:33,22,0,0,0.0,0.0,0.0,0.0,0.0
747,Social,35-44,Kuwait,53.19,79,3.22,00:00:50,65,14,0,0.0,0.0,0.0,0.0,0.0
748,Social,35-44,(not set),53.19,79,4.61,00:02:17,43,0,0,0.0,0.0,0.0,0.0,0.0
749,Social,45-54,Bulgaria,53.19,94,1.77,00:00:30,0,0,0,0.0,0.0,0.0,0.0,0.0
750,Direct,18-24,South Korea,53.18,613,3.3,00:01:20,281,43,0,0.0,0.0,0.0,0.0,0.0
751,Organic Search,18-24,Spain,53.14,1861,4.29,00:02:12,952,130,0,0.0,0.0,0.0,0.0,0.0
752,Social,25-34,Jordan,53.06,245,2.09,00:02:26,123,0,0,0.0,0.0,0.0,0.0,0.0
753,Organic Search,18-24,Italy,53.06,2994,3.96,00:01:58,1609,483,0,0.0,0.0,0.0,0.0,0.0
754,Social,45-54,Canada,52.94,462,2.76,00:00:50,252,7,0,0.0,0.0,0.0,0.0,0.0
755,Direct,18-24,Poland,52.88,281,2.36,00:00:53,144,7,0,0.0,0.0,0.0,0.0,0.0
756,Organic Search,18-24,Singapore,52.87,1291,3.63,00:02:55,757,50,7,0.46,11.29,737.66,5163.62,5163.62
757,Organic Search,18-24,Ecuador,52.85,115,4.34,00:01:42,94,22,0,0.0,0.0,0.0,0.0,0.0
758,Referral,35-44,Norway,52.85,108,4.69,00:03:14,58,0,0,0.0,0.0,0.0,0.0,0.0
759,Referral,35-44,Ukraine,52.85,108,1.88,00:01:21,36,7,0,0.0,0.0,0.0,0.0,0.0
760,Organic Search,35-44,Brazil,52.83,1774,4.96,00:03:05,1472,382,14,0.64,6.34,22.63,316.88,316.88
761,Other Paid Search,25-34,United States,52.74,750,6.48,00:02:13,837,130,7,0.75,11.34,18.03,126.23,126.23
762,Organic Search,25-34,United Arab Emirates,52.72,1075,2.9,00:01:38,469,58,0,0.0,0.0,0.0,0.0,0.0
763,Organic Search,18-24,Brazil,52.7,1645,5.2,00:02:17,1219,252,0,0.0,0.0,0.0,0.0,0.0
764,Organic Search,25-34,Ecuador,52.69,180,3.83,00:01:51,123,14,0,0.0,0.0,0.0,0.0,0.0
765,Direct,18-24,India,52.69,5388,3.11,00:01:52,2388,887,14,0.22,0.0,0.0,0.0,0.0
766,Direct,18-24,China,52.64,332,4.47,00:04:37,289,115,0,0.0,0.0,0.0,0.0,0.0
767,Organic Search,45-54,Switzerland,52.64,325,6.56,00:02:55,238,137,0,0.0,0.0,0.0,0.0,0.0
768,Affiliates,25-34,Peru,52.55,115,2.95,00:02:34,7,0,0,0.0,0.0,0.0,0.0,0.0
769,Organic Search,25-34,Uruguay,52.55,130,5.16,00:05:25,101,0,0,0.0,0.0,0.0,0.0,0.0
770,Social,25-34,Cambodia,52.55,137,1.9,00:00:38,0,0,0,0.0,0.0,0.0,0.0,0.0
771,Organic Search,45-54,Mexico,52.5,346,7.03,00:03:14,418,58,0,0.0,0.0,0.0,0.0,0.0
772,Affiliates,25-34,Greece,52.41,115,2.43,00:04:01,29,7,0,0.0,0.0,0.0,0.0,0.0
773,Direct,18-24,Peru,52.41,137,4.61,00:01:24,36,0,0,0.0,0.0,0.0,0.0,0.0
774,Direct,25-34,South Africa,52.41,151,4.34,00:03:22,50,0,7,4.22,0.0,0.0,0.0,0.0
775,Organic Search,35-44,Argentina,52.4,570,4.18,00:01:47,404,50,0,0.0,0.0,0.0,0.0,0.0
776,Organic Search,45-54,Belgium,52.37,289,4.87,00:01:50,195,50,0,0.0,0.0,0.0,0.0,0.0
777,Affiliates,25-34,Colombia,52.32,130,4.01,00:04:56,29,0,0,0.0,0.0,0.0,0.0,0.0
778,Affiliates,35-44,France,52.32,115,2.34,00:01:38,29,14,0,0.0,0.0,0.0,0.0,0.0
779,Direct,35-44,Philippines,52.25,238,3.09,00:02:44,72,36,0,0.0,0.0,0.0,0.0,0.0
780,Organic Search,45-54,Portugal,52.25,267,2.52,00:01:29,65,14,0,0.0,0.0,0.0,0.0,0.0
781,Referral,25-34,Turkey,52.22,173,3.57,00:02:41,58,14,0,0.0,0.0,0.0,0.0,0.0
782,Social,35-44,Nigeria,52.22,173,1.76,00:01:22,22,0,0,0.0,0.0,0.0,0.0,0.0
783,Direct,35-44,Brazil,52.2,902,4.34,00:02:19,649,94,7,0.6,0.0,0.0,0.0,0.0
784,Direct,25-34,United Kingdom,52.16,2907,3.39,00:02:11,1645,498,14,0.6,0.0,0.0,0.0,0.0
785,Social,25-34,Philippines,52.15,2474,1.89,00:00:49,252,7,0,0.0,0.0,0.0,0.0,0.0
786,Generic Paid Search,45-54,United States,52.14,1075,3.95,00:01:29,1659,101,0,1.03,27.64,36.4,509.62,509.62
787,Affiliates,18-24,France,52.11,252,3.91,00:03:42,202,7,0,0.0,0.0,0.0,0.0,0.0
788,Direct,45-54,France,52.11,310,4.06,00:01:26,281,22,0,0.0,0.0,0.0,0.0,0.0
789,Organic Search,18-24,Bulgaria,52.11,281,5.21,00:01:56,188,22,0,0.0,0.0,0.0,0.0,0.0
790,Referral,18-24,Netherlands,52.11,281,2.48,00:02:57,130,50,0,0.0,0.0,0.0,0.0,0.0
791,Affiliates,35-44,Japan,52.02,281,2.52,00:01:11,130,14,0,0.0,0.0,0.0,0.0,0.0
792,Affiliates,25-34,France,52.0,332,2.69,00:01:57,159,29,0,0.0,0.0,0.0,0.0,0.0
793,Direct,18-24,Pakistan,51.79,195,3.44,00:02:30,36,14,7,3.59,25.76,25.76,180.33,180.33
794,Organic Search,35-44,United Arab Emirates,51.79,368,3.46,00:02:20,151,0,0,0.0,0.0,0.0,0.0,0.0
795,Social,35-44,Pakistan,51.79,390,1.85,00:00:42,0,0,0,0.0,0.0,0.0,0.0,0.0
796,Social,55-64,Canada,51.68,238,3.61,00:01:47,115,22,0,0.0,0.0,0.0,0.0,0.0
797,Direct,25-34,Finland,51.59,209,4.87,00:04:05,281,36,7,2.78,0.0,0.0,0.0,0.0
798,Social,35-44,United Arab Emirates,51.57,837,2.24,00:01:06,144,0,0,0.0,0.0,0.0,0.0,0.0
799,Direct,25-34,Russia,51.48,1125,3.85,00:03:39,772,209,0,0.0,0.0,0.0,0.0,0.0
800,Direct,25-34,Israel,51.44,570,2.63,00:01:42,195,58,7,0.96,7.15,29.64,207.45,207.45
801,Paid Search,45-54,United States,51.33,7459,5.13,00:02:15,9579,2626,144,1.48,10.3,154.58,22260.07,22260.07
802,Organic Search,55-64,Australia,51.33,483,4.05,00:01:44,375,43,0,0.0,0.0,0.0,0.0,0.0
803,Direct,35-44,Israel,51.31,216,4.13,00:02:45,173,22,0,0.0,0.0,0.0,0.0,0.0
804,Organic Search,55-64,Spain,51.29,310,3.35,00:01:28,130,0,0,0.0,0.0,0.0,0.0,0.0
805,Affiliates,25-34,India,51.29,1226,2.65,00:02:08,620,173,0,0.0,0.0,0.0,0.0,0.0
806,Organic Search,18-24,Israel,51.2,750,3.38,00:01:00,361,7,0,0.0,0.0,0.0,0.0,0.0
807,Organic Search,25-34,Japan,51.09,6081,4.49,00:02:31,4270,721,7,0.0,0.0,0.0,0.0,0.0
808,Affiliates,35-44,United Kingdom,51.05,339,2.83,00:01:18,137,22,0,0.0,0.0,0.0,0.0,0.0
809,Organic Search,25-34,(not set),51.03,296,3.83,00:04:25,202,29,0,0.0,0.0,0.0,0.0,0.0
810,Direct,35-44,Argentina,50.99,296,3.52,00:02:47,188,36,7,1.98,0.0,0.0,0.0,0.0
811,Direct,25-34,Singapore,50.92,952,4.0,00:02:42,613,87,7,0.59,153.54,153.54,1074.78,1074.78
812,Organic Search,25-34,Thailand,50.91,1399,5.27,00:02:38,945,137,0,0.0,0.0,0.0,0.0,0.0
813,Direct,25-34,Brazil,50.8,1544,3.47,00:03:40,1241,195,14,0.62,0.0,0.0,0.0,0.0
814,Direct,18-24,United Kingdom,50.79,1140,3.52,00:02:52,786,274,0,0.0,0.0,0.0,0.0,0.0
815,Paid Search,18-24,United States,50.78,12126,5.02,00:02:05,12299,2539,245,1.55,19.03,46.98,11510.64,11510.64
816,Organic Search,18-24,South Korea,50.74,801,4.96,00:02:57,584,79,7,0.74,37.4,192.36,1346.5,1346.5
817,Direct,25-34,Romania,50.66,469,8.79,00:04:02,887,245,0,0.0,0.0,0.0,0.0,0.0
818,Direct,25-34,Ireland,50.66,801,5.64,00:02:34,707,123,22,2.72,75.02,75.02,2175.45,2175.45
819,Organic Search,18-24,Ukraine,50.57,527,4.61,00:02:13,418,87,0,0.0,0.0,0.0,0.0,0.0
820,Organic Search,25-34,Israel,50.54,1176,3.4,00:01:56,858,188,0,0.0,0.0,0.0,0.0,0.0
821,Affiliates,25-34,Turkey,50.43,94,1.88,00:00:26,22,0,0,0.0,0.0,0.0,0.0,0.0
822,Affiliates,35-44,Italy,50.43,101,2.83,00:00:55,43,7,0,0.0,0.0,0.0,0.0,0.0
823,Direct,45-54,Singapore,50.43,94,3.63,00:02:31,29,0,0,0.0,0.0,0.0,0.0,0.0
824,Direct,55-64,France,50.43,108,3.39,00:01:55,22,7,0,0.0,0.0,0.0,0.0,0.0
825,Referral,35-44,Belgium,50.43,87,5.14,00:01:49,72,0,0,0.0,0.0,0.0,0.0,0.0
826,Social,18-24,Albania,50.43,115,3.07,00:02:10,22,0,0,0.0,0.0,0.0,0.0,0.0
827,Social,18-24,Kuwait,50.43,108,1.7,00:00:24,0,0,0,0.0,0.0,0.0,0.0,0.0
828,Referral,35-44,Japan,50.35,1753,3.47,00:01:49,1277,188,0,0.0,0.0,0.0,0.0,0.0
829,Referral,25-34,Malaysia,50.29,166,2.38,00:03:24,36,7,0,0.0,0.0,0.0,0.0,0.0
830,Social,25-34,Qatar,50.29,144,2.04,00:01:10,0,0,0,0.0,0.0,0.0,0.0,0.0
831,Social,35-44,Kenya,50.29,166,2.17,00:01:48,36,0,0,0.0,0.0,0.0,0.0,0.0
832,Referral,35-44,Russia,50.2,216,3.65,00:02:52,123,22,0,0.0,0.0,0.0,0.0,0.0
833,Affiliates,35-44,India,50.16,281,3.03,00:03:39,130,7,0,0.0,0.0,0.0,0.0,0.0
834,Direct,45-54,Taiwan,50.13,267,7.0,00:04:08,361,137,7,1.87,3.02,21.57,150.97,150.97
835,Paid Search,45-54,Canada,50.13,310,3.93,00:01:50,613,29,0,0.0,0.0,0.0,0.0,0.0
836,Social,18-24,South Africa,50.13,361,1.9,00:00:39,108,0,0,0.0,0.0,0.0,0.0,0.0
837,Organic Search,18-24,South Africa,50.11,433,3.68,00:02:45,173,79,0,0.0,0.0,0.0,0.0,0.0
838,Social,18-24,Philippines,50.11,3058,1.88,00:00:46,317,22,0,0.0,0.0,0.0,0.0,0.0
839,Affiliates,35-44,Netherlands,50.0,87,2.33,00:02:52,94,29,0,0.0,0.0,0.0,0.0,0.0
840,Direct,25-34,Slovakia,50.0,130,6.37,00:05:42,94,50,0,0.0,0.0,0.0,0.0,0.0
841,Direct,35-44,Denmark,50.0,123,4.14,00:02:29,137,36,7,7.45,0.0,0.0,0.0,0.0
842,Direct,45-54,Thailand,50.0,123,2.72,00:00:37,50,0,0,0.0,0.0,0.0,0.0,0.0
843,Organic Search,25-34,Lithuania,50.0,296,4.56,00:02:03,216,36,0,0.0,0.0,0.0,0.0,0.0
844,Organic Search,35-44,Mexico,50.0,1313,4.17,00:02:12,894,274,0,0.0,0.0,0.0,0.0,0.0
845,Organic Search,55-64,Ireland,50.0,123,1.78,00:00:29,36,0,0,0.0,0.0,0.0,0.0,0.0
846,Organic Search,55-64,Thailand,50.0,108,3.33,00:02:11,65,29,0,0.0,0.0,0.0,0.0,0.0
847,Referral,25-34,Germany,50.0,1003,3.85,00:03:00,555,130,7,0.61,16.48,32.95,230.68,230.68
848,Referral,25-34,Ukraine,50.0,447,2.69,00:02:50,123,22,0,0.0,0.0,0.0,0.0,0.0
849,Referral,45-54,France,50.0,137,3.07,00:03:50,43,0,0,0.0,0.0,0.0,0.0,0.0
850,Social,25-34,United Arab Emirates,50.0,830,2.89,00:01:33,108,0,0,0.0,0.0,0.0,0.0,0.0
851,Social,25-34,Ireland,50.0,144,4.26,00:01:03,137,0,0,0.0,0.0,0.0,0.0,0.0
852,Social,25-34,Sri Lanka,50.0,137,2.1,00:01:46,7,0,0,0.0,0.0,0.0,0.0,0.0
853,Organic Search,45-54,Japan,49.94,772,3.86,00:01:24,440,22,0,0.0,0.0,0.0,0.0,0.0
854,Organic Search,25-34,Colombia,49.9,1948,5.25,00:03:44,2222,512,0,0.24,17.36,134.74,943.21,943.21
855,Paid Search,35-44,United States,49.87,11548,5.3,00:02:23,13691,3837,440,2.89,11.81,106.25,48237.06,48237.06
856,Affiliates,18-24,Taiwan,49.86,281,3.94,00:05:13,267,22,0,0.0,0.0,0.0,0.0,0.0
857,Organic Search,18-24,Morocco,49.83,281,3.31,00:02:49,238,22,0,0.0,0.0,0.0,0.0,0.0
858,Organic Search,35-44,Slovakia,49.83,303,2.98,00:00:47,79,7,0,0.0,0.0,0.0,0.0,0.0
859,Social,65+,Malaysia,49.83,267,1.9,00:01:10,43,7,0,0.0,0.0,0.0,0.0,0.0
860,Social,55-64,Macedonia (FYROM),49.69,144,1.72,00:00:31,0,0,0,0.0,0.0,0.0,0.0,0.0
861,Direct,45-54,United Kingdom,49.57,700,3.63,00:02:05,397,94,7,0.86,0.0,0.0,0.0,0.0
862,Organic Search,35-44,New Zealand,49.54,635,3.69,00:01:55,368,50,7,0.92,8.99,61.93,433.52,433.52
863,Direct,45-54,Malaysia,49.5,101,2.14,00:00:52,36,7,0,0.0,0.0,0.0,0.0,0.0
864,Organic Search,65+,Sweden,49.5,94,2.14,00:01:57,36,0,0,0.0,0.0,0.0,0.0,0.0
865,Referral,25-34,United Arab Emirates,49.5,94,5.22,00:02:37,101,7,0,0.0,0.0,0.0,0.0,0.0
866,Direct,18-24,Sri Lanka,49.43,87,4.8,00:02:36,43,22,0,0.0,0.0,0.0,0.0,0.0
867,Direct,45-54,Russia,49.43,72,3.9,00:02:13,101,22,0,0.0,0.0,0.0,0.0,0.0
868,Organic Search,65+,Singapore,49.43,72,3.4,00:02:01,43,14,0,0.0,0.0,0.0,0.0,0.0
869,Referral,18-24,Russia,49.43,87,3.56,00:01:04,58,7,0,0.0,0.0,0.0,0.0,0.0
870,Referral,55-64,United Kingdom,49.43,87,3.4,00:00:58,50,0,0,0.0,0.0,0.0,0.0,0.0
871,Social,18-24,Guatemala,49.43,87,2.07,00:00:43,29,0,0,0.0,0.0,0.0,0.0,0.0
872,Social,65+,Egypt,49.43,87,2.16,00:00:47,14,0,0,0.0,0.0,0.0,0.0,0.0
873,Direct,25-34,Peru,49.2,418,2.71,00:03:06,245,14,0,0.0,0.0,0.0,0.0,0.0
874,Direct,18-24,Japan,49.17,714,5.19,00:02:34,541,72,7,0.77,0.0,0.0,0.0,0.0
875,Direct,25-34,Mexico,49.17,1154,4.76,00:02:45,1306,390,7,0.41,122.63,122.63,858.38,858.38
876,Affiliates,25-34,Canada,49.12,346,3.05,00:01:15,130,29,0,0.0,0.0,0.0,0.0,0.0
877,Direct,45-54,India,49.12,346,4.0,00:02:27,245,144,7,1.76,0.0,0.0,0.0,0.0
878,Organic Search,18-24,Mexico,49.04,1839,4.69,00:03:00,1096,166,0,0.0,0.0,0.0,0.0,0.0
879,Organic Search,18-24,Norway,49.02,599,3.88,00:02:44,397,72,0,0.0,0.0,0.0,0.0,0.0
880,Organic Search,45-54,Australia,48.96,1190,4.43,00:02:08,750,245,0,0.0,0.0,0.0,0.0,0.0
881,Referral,25-34,Netherlands,48.96,548,4.72,00:04:47,375,130,7,0.97,118.4,490.5,3433.51,3433.51
882,Social,25-34,Pakistan,48.95,1291,2.25,00:01:14,173,0,0,0.0,0.0,0.0,0.0,0.0
883,Organic Search,25-34,Chile,48.9,505,6.75,00:03:16,599,202,0,0.0,0.0,0.0,0.0,0.0
884,Organic Search,18-24,Taiwan,48.86,1702,5.43,00:03:39,1529,130,0,0.0,0.0,0.0,0.0,0.0
885,Social,18-24,Australia,48.82,599,2.82,00:01:02,317,22,0,0.0,0.0,0.0,0.0,0.0
886,Social,25-34,Nigeria,48.75,281,1.88,00:00:39,43,14,0,0.0,0.0,0.0,0.0,0.0
887,Organic Search,35-44,Turkey,48.71,664,3.77,00:01:31,476,65,0,0.0,0.0,0.0,0.0,0.0
888,Organic Search,25-34,Belarus,48.71,260,3.19,00:01:44,130,7,0,0.0,0.0,0.0,0.0,0.0
889,Affiliates,35-44,Spain,48.69,216,3.38,00:03:13,188,29,0,0.0,0.0,0.0,0.0,0.0
890,Direct,35-44,Hungary,48.69,238,4.35,00:02:38,209,36,0,0.0,0.0,0.0,0.0,0.0
891,Organic Search,25-34,Costa Rica,48.69,202,5.21,00:03:33,238,7,0,0.0,0.0,0.0,0.0,0.0
892,Direct,35-44,India,48.68,808,5.19,00:02:40,909,123,0,0.0,0.0,0.0,0.0,0.0
893,Direct,35-44,Australia,48.59,570,5.48,00:03:22,527,224,7,0.94,0.0,0.0,0.0,0.0
894,Organic Search,35-44,Colombia,48.58,577,4.95,00:03:20,418,43,7,0.91,36.06,36.06,252.39,252.39
895,Direct,25-34,South Korea,48.39,880,3.99,00:02:41,447,43,29,2.59,0.0,0.0,0.0,0.0
896,Organic Search,35-44,Hong Kong,48.39,995,4.54,00:02:13,519,58,7,0.63,19.02,195.69,1369.8,1369.8
897,Organic Search,25-34,Qatar,48.33,166,4.09,00:01:28,87,22,0,0.0,0.0,0.0,0.0,0.0
898,Referral,25-34,Greece,48.33,159,2.37,00:01:38,94,65,0,0.0,0.0,0.0,0.0,0.0
899,Social,25-34,Macedonia (FYROM),48.32,368,2.13,00:00:52,79,0,0,0.0,0.0,0.0,0.0,0.0
900,Organic Search,18-24,Dominican Republic,48.32,195,6.85,00:03:46,303,36,0,0.0,0.0,0.0,0.0,0.0
901,Organic Search,18-24,Philippines,48.28,1486,4.16,00:02:38,974,50,0,0.0,0.0,0.0,0.0,0.0
902,Organic Search,25-34,Mexico,48.21,3556,5.49,00:02:58,3722,1154,14,0.3,10.74,41.71,583.99,583.99
903,Organic Search,45-54,South Korea,48.21,108,6.22,00:03:34,115,14,0,0.0,0.0,0.0,0.0,0.0
904,Direct,25-34,India,48.11,3397,3.82,00:02:28,2416,534,29,0.69,0.37,0.37,10.82,10.82
905,Organic Search,35-44,Japan,48.11,3174,4.7,00:02:29,3058,411,0,0.0,0.0,0.0,0.0,0.0
906,Affiliates,35-44,United States,48.05,1161,4.34,00:04:05,822,159,7,0.47,1.02,1.02,7.14,7.14
907,Direct,25-34,Spain,48.05,1161,4.83,00:04:37,1046,310,0,0.0,0.0,0.0,0.0,0.0
908,Organic Search,35-44,Romania,47.98,317,4.65,00:02:55,274,7,0,0.0,0.0,0.0,0.0,0.0
909,Social,18-24,United Arab Emirates,47.98,664,2.33,00:01:04,123,0,0,0.0,0.0,0.0,0.0,0.0
910,Affiliates,18-24,India,47.97,923,3.09,00:03:05,476,50,0,0.0,0.0,0.0,0.0,0.0
911,Organic Search,25-34,Philippines,47.96,2020,4.11,00:02:57,1515,108,0,0.0,0.0,0.0,0.0,0.0
912,Direct,25-34,Philippines,47.94,519,3.77,00:02:47,231,14,0,0.0,0.0,0.0,0.0,0.0
913,Organic Search,18-24,Japan,47.79,2395,4.21,00:02:14,1472,252,7,0.25,9.99,38.11,266.75,266.75
914,Organic Search,35-44,Thailand,47.77,570,7.62,00:03:49,591,72,0,0.0,0.0,0.0,0.0,0.0
915,Referral,18-24,Japan,47.7,1226,3.9,00:02:03,736,130,0,0.0,0.0,0.0,0.0,0.0
916,Paid Search,25-34,United Kingdom,47.68,115,3.73,00:01:08,65,22,0,0.0,0.0,0.0,0.0,0.0
917,Referral,45-54,Brazil,47.68,123,4.34,00:01:42,108,0,0,0.0,0.0,0.0,0.0,0.0
918,Referral,45-54,Singapore,47.68,123,3.34,00:02:42,94,0,0,0.0,0.0,0.0,0.0,0.0
919,Affiliates,18-24,Spain,47.59,151,2.65,00:02:37,72,7,0,0.0,0.0,0.0,0.0,0.0
920,Organic Search,35-44,Finland,47.59,159,4.08,00:00:48,58,7,0,0.0,0.0,0.0,0.0,0.0
921,Organic Search,18-24,Egypt,47.49,404,4.29,00:04:48,332,50,0,0.0,0.0,0.0,0.0,0.0
922,Direct,35-44,Switzerland,47.45,238,3.47,00:01:10,209,43,0,0.0,0.0,0.0,0.0,0.0
923,Direct,35-44,China,47.45,137,3.0,00:03:15,43,7,7,5.11,122.63,245.25,1716.76,1716.76
924,Direct,45-54,South Korea,47.45,123,3.9,00:02:59,72,0,0,0.0,0.0,0.0,0.0,0.0
925,Direct,55-64,Mexico,47.45,130,7.21,00:04:33,123,29,0,0.0,0.0,0.0,0.0,0.0
926,Referral,35-44,South Korea,47.4,231,3.87,00:02:14,94,29,0,0.0,0.0,0.0,0.0,0.0
927,Referral,25-34,Japan,47.33,3910,4.37,00:02:25,2835,721,14,0.29,16.76,92.98,1301.78,1301.78
928,Social,18-24,Dominican Republic,47.31,245,3.58,00:01:54,231,22,0,0.0,0.0,0.0,0.0,0.0
929,Social,18-24,Kosovo,47.31,260,2.0,00:00:48,50,7,0,0.0,0.0,0.0,0.0,0.0
930,Referral,18-24,India,47.3,1407,3.7,00:02:49,938,72,0,0.0,0.0,0.0,0.0,0.0
931,Organic Search,18-24,Turkey,47.27,1659,4.77,00:02:13,1197,332,0,0.0,0.0,0.0,0.0,0.0
932,Direct,25-34,Argentina,47.26,519,3.52,00:03:01,346,58,7,1.07,0.0,0.0,0.0,0.0
933,Direct,25-34,Malaysia,47.24,577,3.86,00:02:47,469,29,7,0.9,0.0,0.0,0.0,0.0
934,Direct,25-34,France,47.23,1558,4.03,00:02:36,1111,195,29,1.39,19.65,19.65,569.85,569.85
935,Generic Paid Search,35-44,United States,47.16,1371,6.66,00:02:06,2683,368,14,1.25,5.86,28.72,631.88,631.88
936,Direct,25-34,Norway,47.15,108,4.16,00:02:28,65,7,0,0.0,0.0,0.0,0.0,0.0
937,Referral,25-34,Norway,47.15,94,4.05,00:02:43,43,14,0,0.0,0.0,0.0,0.0,0.0
938,Direct,25-34,Sweden,47.12,310,4.02,00:04:39,115,94,7,3.66,24.96,76.68,1073.48,1073.48
939,Organic Search,35-44,Ukraine,47.12,296,7.12,00:04:45,555,94,0,0.0,0.0,0.0,0.0,0.0
940,Social,18-24,Macedonia (FYROM),47.12,353,2.0,00:00:46,43,0,0,0.0,0.0,0.0,0.0,0.0
941,Direct,25-34,Indonesia,47.05,426,3.11,00:01:51,166,79,0,0.0,0.0,0.0,0.0,0.0
942,Paid Search,18-24,India,47.01,267,4.61,00:01:44,281,50,0,0.0,0.0,0.0,0.0,0.0
943,Direct,35-44,France,46.99,671,3.42,00:02:08,454,137,7,0.84,0.0,0.0,0.0,0.0
944,Direct,35-44,Mexico,46.85,397,5.32,00:03:22,368,101,7,1.26,0.0,0.0,0.0,0.0
945,Organic Search,25-34,South Korea,46.85,1212,5.26,00:02:27,1125,195,7,0.44,4.11,8.22,57.56,57.56
946,Referral,45-54,Taiwan,46.76,130,3.11,00:01:26,130,0,0,0.0,0.0,0.0,0.0,0.0
947,Direct,35-44,Netherlands,46.76,346,7.81,00:06:53,563,65,0,0.0,0.0,0.0,0.0,0.0
948,Referral,35-44,France,46.76,375,4.16,00:02:28,209,22,0,0.0,0.0,0.0,0.0,0.0
949,Affiliates,55-64,United States,46.75,224,4.15,00:02:36,173,29,0,0.0,0.0,0.0,0.0,0.0
950,Direct,45-54,Mexico,46.75,166,4.15,00:04:07,130,29,0,0.0,0.0,0.0,0.0,0.0
951,Direct,55-64,Canada,46.75,390,5.32,00:03:02,267,36,7,1.52,28.54,146.8,1027.6,1027.6
952,Organic Search,35-44,Philippines,46.69,555,6.36,00:03:35,692,29,0,0.0,0.0,0.0,0.0,0.0
953,Direct,25-34,Colombia,46.65,591,4.54,00:03:40,714,87,7,0.81,0.0,0.0,0.0,0.0
954,Organic Search,18-24,Thailand,46.57,664,5.14,00:02:11,628,87,0,0.0,0.0,0.0,0.0,0.0
955,Social,18-24,Canada,46.54,1096,5.1,00:02:32,1111,188,14,1.1,9.08,57.32,802.55,802.55
956,Direct,25-34,Greece,46.53,159,3.93,00:02:24,79,7,0,0.0,0.0,0.0,0.0,0.0
957,Direct,18-24,France,46.5,1176,4.8,00:03:41,721,296,7,0.49,5.19,31.88,223.18,223.18
958,Organic Search,45-54,Taiwan,46.48,411,6.14,00:02:49,483,195,0,0.0,0.0,0.0,0.0,0.0
