,country,latitude,longitude,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand
2618,Russia,60.0,100.0,25/3/2020,495,57,0,0,3.392,0.391,0.0,0.0,192824,6906,1.321,0.047
2619,Russian Federation,60.0,100.0,25/3/2020,495,57,0,0,3.392,0.391,0.0,0.0,192824,6906,1.321,0.047
2620,Russia,60.0,100.0,26/3/2020,658,163,0,0,4.509,1.117,0.0,0.0,197251,4427,1.352,0.03
2621,Russian Federation,60.0,100.0,26/3/2020,658,163,0,0,4.509,1.117,0.0,0.0,197251,4427,1.352,0.03
2622,Russia,60.0,100.0,27/3/2020,840,182,2,2,5.756,1.247,0.014,0.014,223509,26258,1.532,0.18
2623,Russian Federation,60.0,100.0,27/3/2020,840,182,2,2,5.756,1.247,0.014,0.014,223509,26258,1.532,0.18
2624,Russia,60.0,100.0,28/3/2020,1036,196,4,2,7.099,1.343,0.027,0.014,243377,19868,1.668,0.136
2625,Russian Federation,60.0,100.0,28/3/2020,1036,196,4,2,7.099,1.343,0.027,0.014,243377,19868,1.668,0.136
2626,Russia,60.0,100.0,29/3/2020,1264,228,5,1,8.661,1.562,0.034,0.007,263888,20511,1.808,0.141
2627,Russian Federation,60.0,100.0,29/3/2020,1264,228,5,1,8.661,1.562,0.034,0.007,263888,20511,1.808,0.141
2628,Russia,60.0,100.0,30/3/2020,1534,270,8,3,10.512,1.85,0.055,0.021,343523,79635,2.354,0.546
2629,Russian Federation,60.0,100.0,30/3/2020,1534,270,8,3,10.512,1.85,0.055,0.021,343523,79635,2.354,0.546
2630,Russia,60.0,100.0,2/4/2020,2777,440,24,7,19.029,3.015,0.164,0.048,536000,129500,3.673,0.887
2631,Russian Federation,60.0,100.0,2/4/2020,2777,440,24,7,19.029,3.015,0.164,0.048,536000,129500,3.673,0.887
2632,Russia,60.0,100.0,3/4/2020,3548,771,30,6,24.312,5.283,0.206,0.041,575103,39103,3.941,0.268
2633,Russian Federation,60.0,100.0,3/4/2020,3548,771,30,6,24.312,5.283,0.206,0.041,575103,39103,3.941,0.268
2634,Russia,60.0,100.0,4/4/2020,4149,601,34,4,28.431,4.118,0.233,0.027,639606,64503,4.383,0.442
2635,Russian Federation,60.0,100.0,4/4/2020,4149,601,34,4,28.431,4.118,0.233,0.027,639606,64503,4.383,0.442
2636,Russia,60.0,100.0,5/4/2020,4731,582,43,9,32.419,3.988,0.295,0.062,697004,57398,4.776,0.393
2637,Russian Federation,60.0,100.0,5/4/2020,4731,582,43,9,32.419,3.988,0.295,0.062,697004,57398,4.776,0.393
2638,Russia,60.0,100.0,6/4/2020,5389,658,45,2,36.928,4.509,0.308,0.014,758401,61397,5.197,0.421
2639,Russian Federation,60.0,100.0,6/4/2020,5389,658,45,2,36.928,4.509,0.308,0.014,758401,61397,5.197,0.421
2640,Russia,60.0,100.0,7/4/2020,6343,954,47,2,43.465,6.537,0.322,0.014,795523,37122,5.451,0.254
2641,Russian Federation,60.0,100.0,7/4/2020,6343,954,47,2,43.465,6.537,0.322,0.014,795523,37122,5.451,0.254
2642,Russia,60.0,100.0,8/4/2020,7497,1154,58,11,51.372,7.908,0.397,0.075,910221,114698,6.237,0.786
2643,Russian Federation,60.0,100.0,8/4/2020,7497,1154,58,11,51.372,7.908,0.397,0.075,910221,114698,6.237,0.786
2644,Russia,60.0,100.0,9/4/2020,8672,1175,63,5,59.424,8.052,0.432,0.034,1004719,94498,6.885,0.648
2645,Russian Federation,60.0,100.0,9/4/2020,8672,1175,63,5,59.424,8.052,0.432,0.034,1004719,94498,6.885,0.648
2646,Russia,60.0,100.0,10/4/2020,10131,1459,76,13,69.422,9.998,0.521,0.089,1092811,88092,7.488,0.604
2647,Russian Federation,60.0,100.0,10/4/2020,10131,1459,76,13,69.422,9.998,0.521,0.089,1092811,88092,7.488,0.604
2648,Russia,60.0,100.0,11/4/2020,11917,1786,94,18,81.66,12.238,0.644,0.123,1184442,91631,8.116,0.628
2649,Russian Federation,60.0,100.0,11/4/2020,11917,1786,94,18,81.66,12.238,0.644,0.123,1184442,91631,8.116,0.628
2650,Russia,60.0,100.0,12/4/2020,13584,1667,106,12,93.083,11.423,0.726,0.082,1278747,94305,8.762,0.646
2651,Russian Federation,60.0,100.0,12/4/2020,13584,1667,106,12,93.083,11.423,0.726,0.082,1278747,94305,8.762,0.646
2652,Russia,60.0,100.0,13/4/2020,15770,2186,130,24,108.062,14.979,0.891,0.164,1359993,81246,9.319,0.557
2653,Russian Federation,60.0,100.0,13/4/2020,15770,2186,130,24,108.062,14.979,0.891,0.164,1359993,81246,9.319,0.557
2654,Russia,60.0,100.0,14/4/2020,18328,2558,148,18,125.591,17.528,1.014,0.123,1426014,66021,9.772,0.452
2655,Russian Federation,60.0,100.0,14/4/2020,18328,2558,148,18,125.591,17.528,1.014,0.123,1426014,66021,9.772,0.452
2656,Russia,60.0,100.0,15/4/2020,21102,2774,170,22,144.599,19.009,1.165,0.151,1517992,91978,10.402,0.63
2657,Russian Federation,60.0,100.0,15/4/2020,21102,2774,170,22,144.599,19.009,1.165,0.151,1517992,91978,10.402,0.63
2658,Russia,60.0,100.0,16/4/2020,24490,3388,198,28,167.815,23.216,1.357,0.192,1613413,95421,11.056,0.654
2659,Russian Federation,60.0,100.0,16/4/2020,24490,3388,198,28,167.815,23.216,1.357,0.192,1613413,95421,11.056,0.654
2660,Russia,60.0,100.0,17/4/2020,27938,3448,232,34,191.442,23.627,1.59,0.233,1718019,104606,11.773,0.717
2661,Russian Federation,60.0,100.0,17/4/2020,27938,3448,232,34,191.442,23.627,1.59,0.233,1718019,104606,11.773,0.717
2662,Russia,60.0,100.0,18/4/2020,32008,4070,273,41,219.331,27.889,1.871,0.281,1831892,113873,12.553,0.78
2663,Russian Federation,60.0,100.0,18/4/2020,32008,4070,273,41,219.331,27.889,1.871,0.281,1831892,113873,12.553,0.78
2664,Russia,60.0,100.0,19/4/2020,36793,4785,313,40,252.12,32.789,2.145,0.274,1949813,117921,13.361,0.808
2665,Russian Federation,60.0,100.0,19/4/2020,36793,4785,313,40,252.12,32.789,2.145,0.274,1949813,117921,13.361,0.808
2666,Russia,60.0,100.0,20/4/2020,42853,6060,361,48,293.646,41.525,2.474,0.329,2053319,103506,14.07,0.709
2667,Russian Federation,60.0,100.0,20/4/2020,42853,6060,361,48,293.646,41.525,2.474,0.329,2053319,103506,14.07,0.709
2668,Russia,60.0,100.0,21/4/2020,47121,4268,405,44,322.892,29.246,2.775,0.302,2142604,89285,14.682,0.612
2669,Russian Federation,60.0,100.0,21/4/2020,47121,4268,405,44,322.892,29.246,2.775,0.302,2142604,89285,14.682,0.612
2670,Russia,60.0,100.0,22/4/2020,52763,5642,456,51,361.553,38.661,3.125,0.349,2252539,109935,15.435,0.753
2671,Russian Federation,60.0,100.0,22/4/2020,52763,5642,456,51,361.553,38.661,3.125,0.349,2252539,109935,15.435,0.753
2672,Russia,60.0,100.0,23/4/2020,57999,5236,513,57,397.432,35.879,3.515,0.391,2401616,149077,16.457,1.022
2673,Russian Federation,60.0,100.0,23/4/2020,57999,5236,513,57,397.432,35.879,3.515,0.391,2401616,149077,16.457,1.022
2674,Russia,60.0,100.0,24/4/2020,62773,4774,555,42,430.145,32.713,3.803,0.288,2552000,150384,17.487,1.03
2675,Russian Federation,60.0,100.0,24/4/2020,62773,4774,555,42,430.145,32.713,3.803,0.288,2552000,150384,17.487,1.03
2676,Russia,60.0,100.0,25/4/2020,68622,5849,615,60,470.225,40.08,4.214,0.411,2721500,169500,18.649,1.161
2677,Russian Federation,60.0,100.0,25/4/2020,68622,5849,615,60,470.225,40.08,4.214,0.411,2721500,169500,18.649,1.161
2678,Russia,60.0,100.0,26/4/2020,74588,5966,681,66,511.106,40.881,4.666,0.452,2877699,156199,19.719,1.07
2679,Russian Federation,60.0,100.0,26/4/2020,74588,5966,681,66,511.106,40.881,4.666,0.452,2877699,156199,19.719,1.07
2680,Russia,60.0,100.0,27/4/2020,80949,6361,747,66,554.694,43.588,5.119,0.452,3019434,141735,20.69,0.971
2681,Russian Federation,60.0,100.0,27/4/2020,80949,6361,747,66,554.694,43.588,5.119,0.452,3019434,141735,20.69,0.971
2682,Russia,60.0,100.0,28/4/2020,87147,6198,795,48,597.165,42.471,5.448,0.329,3139258,119824,21.511,0.821
2683,Russian Federation,60.0,100.0,28/4/2020,87147,6198,795,48,597.165,42.471,5.448,0.329,3139258,119824,21.511,0.821
2684,Russia,60.0,100.0,29/4/2020,93558,6411,867,72,641.096,43.931,5.941,0.493,3303717,164459,22.638,1.127
2685,Russian Federation,60.0,100.0,29/4/2020,93558,6411,867,72,641.096,43.931,5.941,0.493,3303717,164459,22.638,1.127
2686,Russia,60.0,100.0,30/4/2020,99399,5841,972,105,681.121,40.025,6.661,0.72,3498308,194591,23.972,1.333
2687,Russian Federation,60.0,100.0,30/4/2020,99399,5841,972,105,681.121,40.025,6.661,0.72,3498308,194591,23.972,1.333
2688,Rwanda,-2.0,30.0,6/4/2020,104,2,0,0,8.03,0.154,0.0,0.0,105,105,0.008,0.008
2689,Rwanda,-2.0,30.0,7/4/2020,105,1,0,0,8.107,0.077,0.0,0.0,911,806,0.07,0.062
2690,Rwanda,-2.0,30.0,8/4/2020,105,0,0,0,8.107,0.0,0.0,0.0,1683,772,0.13,0.06
2691,Rwanda,-2.0,30.0,9/4/2020,110,5,0,0,8.493,0.386,0.0,0.0,2403,720,0.186,0.056
2692,Rwanda,-2.0,30.0,10/4/2020,113,3,0,0,8.724,0.232,0.0,0.0,3439,1036,0.266,0.08
2693,Rwanda,-2.0,30.0,11/4/2020,118,5,0,0,9.11,0.386,0.0,0.0,4281,842,0.331,0.065
2694,Rwanda,-2.0,30.0,12/4/2020,120,2,0,0,9.265,0.154,0.0,0.0,5441,1160,0.42,0.09
2695,Rwanda,-2.0,30.0,13/4/2020,126,6,0,0,9.728,0.463,0.0,0.0,6342,901,0.49,0.07
2696,Rwanda,-2.0,30.0,14/4/2020,127,1,0,0,9.805,0.077,0.0,0.0,7325,983,0.566,0.076
2697,Rwanda,-2.0,30.0,15/4/2020,134,7,0,0,10.346,0.54,0.0,0.0,8248,923,0.637,0.071
2698,Rwanda,-2.0,30.0,16/4/2020,136,2,0,0,10.5,0.154,0.0,0.0,8912,664,0.688,0.051
2699,Rwanda,-2.0,30.0,17/4/2020,138,2,0,0,10.655,0.154,0.0,0.0,9672,760,0.747,0.059
2700,Rwanda,-2.0,30.0,18/4/2020,143,5,0,0,11.041,0.386,0.0,0.0,10384,712,0.802,0.055
2701,Rwanda,-2.0,30.0,19/4/2020,144,1,0,0,11.118,0.077,0.0,0.0,11106,722,0.857,0.056
2702,Rwanda,-2.0,30.0,20/4/2020,147,3,0,0,11.349,0.232,0.0,0.0,12405,1299,0.958,0.1
2703,Rwanda,-2.0,30.0,21/4/2020,147,0,0,0,11.349,0.0,0.0,0.0,13854,1449,1.07,0.112
2704,Rwanda,-2.0,30.0,22/4/2020,150,3,0,0,11.581,0.232,0.0,0.0,14892,1038,1.15,0.08
2705,Rwanda,-2.0,30.0,23/4/2020,153,3,0,0,11.813,0.232,0.0,0.0,16235,1343,1.253,0.104
2706,Rwanda,-2.0,30.0,24/4/2020,154,1,0,0,11.89,0.077,0.0,0.0,17281,1046,1.334,0.081
2707,Rwanda,-2.0,30.0,25/4/2020,176,22,0,0,13.588,1.699,0.0,0.0,18556,1275,1.433,0.098
2708,Rwanda,-2.0,30.0,26/4/2020,183,7,0,0,14.129,0.54,0.0,0.0,19581,1025,1.512,0.079
2709,Rwanda,-2.0,30.0,27/4/2020,191,8,0,0,14.747,0.618,0.0,0.0,20795,1214,1.606,0.094
2710,Rwanda,-2.0,30.0,28/4/2020,207,16,0,0,15.982,1.235,0.0,0.0,22300,1505,1.722,0.116
2711,Rwanda,-2.0,30.0,29/4/2020,212,5,0,0,16.368,0.386,0.0,0.0,24005,1705,1.853,0.132
2712,Senegal,14.0,-14.0,3/3/2020,1,1,0,0,0.06,0.06,0.0,0.0,3,2,0.0,0.0
2713,Senegal,14.0,-14.0,6/3/2020,4,1,0,0,0.239,0.06,0.0,0.0,7,2,0.0,0.0
2714,Senegal,14.0,-14.0,13/3/2020,6,2,0,0,0.358,0.119,0.0,0.0,43,11,0.003,0.001
2715,Senegal,14.0,-14.0,14/3/2020,19,13,0,0,1.135,0.776,0.0,0.0,46,3,0.003,0.0
2716,Senegal,14.0,-14.0,15/3/2020,21,2,0,0,1.254,0.119,0.0,0.0,48,2,0.003,0.0
2717,Senegal,14.0,-14.0,16/3/2020,26,5,0,0,1.553,0.299,0.0,0.0,57,9,0.003,0.001
2718,Senegal,14.0,-14.0,17/3/2020,27,1,0,0,1.613,0.06,0.0,0.0,101,44,0.006,0.003
2719,Senegal,14.0,-14.0,18/3/2020,31,4,0,0,1.851,0.239,0.0,0.0,128,27,0.008,0.002
2720,Senegal,14.0,-14.0,19/3/2020,36,5,0,0,2.15,0.299,0.0,0.0,150,22,0.009,0.001
2721,Senegal,14.0,-14.0,20/3/2020,36,0,0,0,2.15,0.0,0.0,0.0,206,56,0.012,0.003
2722,Senegal,14.0,-14.0,21/3/2020,47,11,0,0,2.807,0.657,0.0,0.0,237,31,0.014,0.002
2723,Senegal,14.0,-14.0,22/3/2020,56,9,0,0,3.344,0.538,0.0,0.0,322,85,0.019,0.005
2724,Senegal,14.0,-14.0,23/3/2020,67,11,0,0,4.001,0.657,0.0,0.0,382,60,0.023,0.004
2725,Senegal,14.0,-14.0,24/3/2020,79,12,0,0,4.718,0.717,0.0,0.0,441,59,0.026,0.004
2726,Senegal,14.0,-14.0,25/3/2020,86,7,0,0,5.136,0.418,0.0,0.0,583,142,0.035,0.008
2727,Senegal,14.0,-14.0,26/3/2020,99,13,0,0,5.913,0.776,0.0,0.0,713,130,0.043,0.008
2728,Senegal,14.0,-14.0,27/3/2020,105,6,0,0,6.271,0.358,0.0,0.0,857,144,0.051,0.009
2729,Senegal,14.0,-14.0,28/3/2020,119,14,0,0,7.107,0.836,0.0,0.0,955,98,0.057,0.006
2730,Senegal,14.0,-14.0,29/3/2020,130,11,0,0,7.764,0.657,0.0,0.0,1106,151,0.066,0.009
2731,Senegal,14.0,-14.0,30/3/2020,142,12,0,0,8.481,0.717,0.0,0.0,1193,87,0.071,0.005
2732,Senegal,14.0,-14.0,31/3/2020,162,20,0,0,9.675,1.194,0.0,0.0,1290,97,0.077,0.006
2733,Senegal,14.0,-14.0,1/4/2020,175,13,0,0,10.452,0.776,0.0,0.0,1485,195,0.089,0.012
2734,Senegal,14.0,-14.0,2/4/2020,190,15,1,1,11.347,0.896,0.06,0.06,1612,127,0.096,0.008
2735,Senegal,14.0,-14.0,3/4/2020,195,5,1,0,11.646,0.299,0.06,0.0,1765,153,0.105,0.009
2736,Senegal,14.0,-14.0,4/4/2020,207,12,1,0,12.363,0.717,0.06,0.0,1942,177,0.116,0.011
2737,Senegal,14.0,-14.0,5/4/2020,219,12,2,1,13.079,0.717,0.119,0.06,2034,92,0.121,0.005
2738,Senegal,14.0,-14.0,6/4/2020,222,3,2,0,13.259,0.179,0.119,0.0,2129,95,0.127,0.006
2739,Senegal,14.0,-14.0,7/4/2020,226,4,2,0,13.497,0.239,0.119,0.0,2239,110,0.134,0.007
2740,Senegal,14.0,-14.0,8/4/2020,237,11,2,0,14.154,0.657,0.119,0.0,2347,108,0.14,0.006
2741,Senegal,14.0,-14.0,9/4/2020,244,7,2,0,14.572,0.418,0.119,0.0,2546,199,0.152,0.012
2742,Senegal,14.0,-14.0,10/4/2020,250,6,2,0,14.931,0.358,0.119,0.0,2741,195,0.164,0.012
2743,Senegal,14.0,-14.0,11/4/2020,265,15,2,0,15.827,0.896,0.119,0.0,2914,173,0.174,0.01
2744,Senegal,14.0,-14.0,12/4/2020,278,13,2,0,16.603,0.776,0.119,0.0,3018,104,0.18,0.006
2745,Senegal,14.0,-14.0,13/4/2020,280,2,2,0,16.722,0.119,0.119,0.0,3162,144,0.189,0.009
2746,Senegal,14.0,-14.0,14/4/2020,291,11,2,0,17.379,0.657,0.119,0.0,3434,272,0.205,0.016
2747,Senegal,14.0,-14.0,15/4/2020,299,8,2,0,17.857,0.478,0.119,0.0,3661,227,0.219,0.014
2748,Senegal,14.0,-14.0,16/4/2020,314,15,2,0,18.753,0.896,0.119,0.0,4096,435,0.245,0.026
2749,Senegal,14.0,-14.0,17/4/2020,335,21,2,0,20.007,1.254,0.119,0.0,4393,297,0.262,0.018
2750,Senegal,14.0,-14.0,18/4/2020,342,7,3,1,20.425,0.418,0.179,0.06,4619,226,0.276,0.013
2751,Senegal,14.0,-14.0,19/4/2020,350,8,3,0,20.903,0.478,0.179,0.0,4932,313,0.295,0.019
2752,Senegal,14.0,-14.0,20/4/2020,367,17,4,1,21.918,1.015,0.239,0.06,5213,281,0.311,0.017
2753,Senegal,14.0,-14.0,21/4/2020,377,10,5,1,22.516,0.597,0.299,0.06,5679,466,0.339,0.028
2754,Senegal,14.0,-14.0,22/4/2020,412,35,5,0,24.606,2.09,0.299,0.0,6161,482,0.368,0.029
2755,Senegal,14.0,-14.0,23/4/2020,442,30,6,1,26.398,1.792,0.358,0.06,6548,387,0.391,0.023
2756,Senegal,14.0,-14.0,24/4/2020,479,37,6,0,28.607,2.21,0.358,0.0,7076,528,0.423,0.032
2757,Senegal,14.0,-14.0,25/4/2020,545,66,7,1,32.549,3.942,0.418,0.06,7779,703,0.465,0.042
2758,Senegal,14.0,-14.0,26/4/2020,614,69,7,0,36.67,4.121,0.418,0.0,8358,579,0.499,0.035
2759,Senegal,14.0,-14.0,27/4/2020,671,57,9,2,40.074,3.404,0.538,0.119,9035,677,0.54,0.04
2760,Senegal,14.0,-14.0,28/4/2020,735,64,9,0,43.897,3.822,0.538,0.0,9908,873,0.592,0.052
2761,Senegal,14.0,-14.0,29/4/2020,823,88,9,0,49.152,5.256,0.538,0.0,10708,800,0.64,0.048
2762,Senegal,14.0,-14.0,30/4/2020,882,59,9,0,52.676,3.524,0.538,0.0,11869,1161,0.709,0.069
2763,El Salvador,13.8333,-88.9167,15/4/2020,159,10,6,0,24.514,1.542,0.925,0.0,8333,548,1.285,0.084
2764,El Salvador,13.8333,-88.9167,16/4/2020,159,0,6,0,24.514,0.0,0.925,0.0,9267,934,1.429,0.144
2765,El Salvador,13.8333,-88.9167,17/4/2020,164,5,6,0,25.284,0.771,0.925,0.0,10191,924,1.571,0.142
2766,El Salvador,13.8333,-88.9167,18/4/2020,177,13,7,1,27.289,2.004,1.079,0.154,11160,969,1.721,0.149
2767,El Salvador,13.8333,-88.9167,19/4/2020,190,13,7,0,29.293,2.004,1.079,0.0,12210,1050,1.882,0.162
2768,El Salvador,13.8333,-88.9167,20/4/2020,201,11,7,0,30.989,1.696,1.079,0.0,13352,1142,2.059,0.176
2769,El Salvador,13.8333,-88.9167,21/4/2020,218,17,7,0,33.61,2.621,1.079,0.0,14375,1023,2.216,0.158
2770,El Salvador,13.8333,-88.9167,22/4/2020,225,7,7,0,34.689,1.079,1.079,0.0,15385,1010,2.372,0.156
2771,El Salvador,13.8333,-88.9167,23/4/2020,237,12,8,1,36.539,1.85,1.233,0.154,16418,1033,2.531,0.159
2772,El Salvador,13.8333,-88.9167,26/4/2020,298,37,8,0,45.944,5.704,1.233,0.0,20109,2686,3.1,0.414
2773,El Salvador,13.8333,-88.9167,27/4/2020,298,0,8,0,45.944,0.0,1.233,0.0,21364,1255,3.294,0.193
2774,Serbia,44.0,21.0,7/3/2020,1,1,0,0,0.147,0.147,0.0,0.0,75,19,0.011,0.003
2775,Serbia,44.0,21.0,11/3/2020,5,4,0,0,0.735,0.588,0.0,0.0,130,22,0.019,0.003
2776,Serbia,44.0,21.0,12/3/2020,18,13,0,0,2.645,1.91,0.0,0.0,160,30,0.024,0.004
2777,Serbia,44.0,21.0,13/3/2020,24,6,0,0,3.527,0.882,0.0,0.0,214,54,0.031,0.008
2778,Serbia,44.0,21.0,14/3/2020,41,17,0,0,6.025,2.498,0.0,0.0,256,42,0.038,0.006
2779,Serbia,44.0,21.0,15/3/2020,46,5,0,0,6.76,0.735,0.0,0.0,268,12,0.039,0.002
2780,Serbia,44.0,21.0,16/3/2020,55,9,0,0,8.083,1.323,0.0,0.0,301,33,0.044,0.005
2781,Serbia,44.0,21.0,17/3/2020,57,2,0,0,8.377,0.294,0.0,0.0,335,34,0.049,0.005
2782,Serbia,44.0,21.0,18/3/2020,72,15,0,0,10.581,2.204,0.0,0.0,421,86,0.062,0.013
2783,Serbia,44.0,21.0,19/3/2020,94,22,0,0,13.814,3.233,0.0,0.0,486,65,0.071,0.01
2784,Serbia,44.0,21.0,20/3/2020,126,32,0,0,18.517,4.703,0.0,0.0,545,59,0.08,0.009
2785,Serbia,44.0,21.0,21/3/2020,135,9,1,1,19.84,1.323,0.147,0.147,624,79,0.092,0.012
2786,Serbia,44.0,21.0,22/3/2020,149,14,1,0,21.897,2.057,0.147,0.0,761,137,0.112,0.02
2787,Serbia,44.0,21.0,23/3/2020,188,39,1,0,27.628,5.731,0.147,0.0,822,61,0.121,0.009
2788,Serbia,44.0,21.0,24/3/2020,222,34,1,0,32.625,4.997,0.147,0.0,916,94,0.135,0.014
2789,Serbia,44.0,21.0,25/3/2020,249,27,1,0,36.593,3.968,0.147,0.0,1161,245,0.171,0.036
2790,Serbia,44.0,21.0,26/3/2020,303,54,2,1,44.529,7.936,0.294,0.147,1456,295,0.214,0.043
2791,Serbia,44.0,21.0,27/3/2020,384,81,3,1,56.432,11.904,0.441,0.147,1715,259,0.252,0.038
2792,Serbia,44.0,21.0,28/3/2020,457,73,6,3,67.16,10.728,0.882,0.441,2086,371,0.307,0.055
2793,Serbia,44.0,21.0,29/3/2020,659,202,10,4,96.846,29.686,1.47,0.588,2462,376,0.362,0.055
2794,Serbia,44.0,21.0,30/3/2020,741,82,13,3,108.897,12.051,1.91,0.441,3084,622,0.453,0.091
2795,Serbia,44.0,21.0,31/3/2020,741,0,13,0,108.897,0.0,1.91,0.0,3561,477,0.523,0.07
2796,Serbia,44.0,21.0,1/4/2020,900,159,23,10,132.264,23.367,3.38,1.47,4371,810,0.642,0.119
2797,Serbia,44.0,21.0,2/4/2020,1060,160,23,0,155.777,23.514,3.38,0.0,5008,637,0.736,0.094
2798,Serbia,44.0,21.0,3/4/2020,1171,111,31,8,172.09,16.313,4.556,1.176,5756,748,0.846,0.11
2799,Serbia,44.0,21.0,4/4/2020,1476,305,39,8,216.912,44.823,5.731,1.176,6401,645,0.941,0.095
2800,Serbia,44.0,21.0,5/4/2020,1624,148,44,5,238.662,21.75,6.466,0.735,7360,959,1.082,0.141
2801,Serbia,44.0,21.0,6/4/2020,1908,284,51,7,280.399,41.736,7.495,1.029,8552,1192,1.257,0.175
2802,Serbia,44.0,21.0,7/4/2020,2200,292,58,7,323.311,42.912,8.524,1.029,9626,1074,1.415,0.158
2803,Serbia,44.0,21.0,8/4/2020,2447,247,61,3,359.61,36.299,8.965,0.441,10761,1135,1.581,0.167
2804,Serbia,44.0,21.0,9/4/2020,2666,219,65,4,391.794,32.184,9.552,0.588,12347,1586,1.815,0.233
2805,Serbia,44.0,21.0,10/4/2020,2867,201,66,1,421.333,29.539,9.699,0.147,14240,1893,2.093,0.278
2806,Serbia,44.0,21.0,11/4/2020,3105,238,71,5,456.309,34.976,10.434,0.735,16399,2159,2.41,0.317
2807,Serbia,44.0,21.0,12/4/2020,3380,275,74,3,496.723,40.414,10.875,0.441,18312,1913,2.691,0.281
2808,Serbia,44.0,21.0,13/4/2020,3630,250,80,6,533.463,36.74,11.757,0.882,20958,2646,3.08,0.389
2809,Serbia,44.0,21.0,14/4/2020,4054,424,85,5,595.774,62.311,12.492,0.735,23398,2440,3.439,0.359
2810,Serbia,44.0,21.0,15/4/2020,4465,411,94,9,656.174,60.4,13.814,1.323,26278,2880,3.862,0.423
2811,Serbia,44.0,21.0,16/4/2020,4873,408,99,5,716.134,59.959,14.549,0.735,29472,3194,4.331,0.469
2812,Serbia,44.0,21.0,17/4/2020,5318,445,103,4,781.531,65.397,15.137,0.588,32566,3094,4.786,0.455
2813,Serbia,44.0,21.0,18/4/2020,5690,372,110,7,836.2,54.669,16.166,1.029,36028,3462,5.295,0.509
2814,Serbia,44.0,21.0,19/4/2020,5994,304,117,7,880.875,44.676,17.194,1.029,38701,2673,5.687,0.393
2815,Serbia,44.0,21.0,20/4/2020,6318,324,122,5,928.49,47.615,17.929,0.735,41812,3111,6.145,0.457
2816,Serbia,44.0,21.0,21/4/2020,6630,312,125,3,974.341,45.851,18.37,0.441,45355,3543,6.665,0.521
2817,Serbia,44.0,21.0,22/4/2020,6890,260,125,0,1012.551,38.209,18.37,0.0,48636,3281,7.148,0.482
2818,Serbia,44.0,21.0,23/4/2020,7114,224,134,9,1045.47,32.919,19.693,1.323,51324,2688,7.543,0.395
2819,Serbia,44.0,21.0,24/4/2020,7276,162,139,5,1069.277,23.807,20.427,0.735,54887,3563,8.066,0.524
2820,Serbia,44.0,21.0,25/4/2020,7483,207,144,5,1099.698,30.421,21.162,0.735,59938,5051,8.808,0.742
2821,Serbia,44.0,21.0,26/4/2020,7779,296,151,7,1143.198,43.5,22.191,1.029,64303,4365,9.45,0.641
2822,Serbia,44.0,21.0,27/4/2020,8042,263,156,5,1181.848,38.65,22.926,0.735,67917,3614,9.981,0.531
2823,Serbia,44.0,21.0,28/4/2020,8275,233,162,6,1216.09,34.242,23.807,0.882,73363,5446,10.781,0.8
2824,Serbia,44.0,21.0,29/4/2020,8497,222,168,6,1248.715,32.625,24.689,0.882,78942,5579,11.601,0.82
2825,Serbia,44.0,21.0,30/4/2020,8724,227,173,5,1282.075,33.36,25.424,0.735,85645,6703,12.586,0.985
2826,Slovakia,48.6667,19.5,16/3/2020,61,17,0,0,11.173,3.114,0.0,0.0,1913,368,0.35,0.067
2827,Slovakia,48.6667,19.5,19/3/2020,107,10,0,0,19.598,1.832,0.0,0.0,2439,448,0.447,0.082
2828,Slovakia,48.6667,19.5,20/3/2020,123,16,0,0,22.529,2.931,0.0,0.0,2707,268,0.496,0.049
2829,Slovakia,48.6667,19.5,21/3/2020,137,14,0,0,25.093,2.564,0.0,0.0,3247,540,0.595,0.099
2830,Slovakia,48.6667,19.5,22/3/2020,178,41,0,0,32.603,7.51,0.0,0.0,3489,242,0.639,0.044
2831,Slovakia,48.6667,19.5,23/3/2020,185,7,0,0,33.885,1.282,0.0,0.0,3518,29,0.644,0.005
2832,Slovakia,48.6667,19.5,3/4/2020,426,26,0,0,78.027,4.762,0.0,0.0,13631,1889,2.497,0.346
2833,Slovakia,48.6667,19.5,4/4/2020,450,24,0,0,82.423,4.396,0.0,0.0,15155,1524,2.776,0.279
2834,Slovakia,48.6667,19.5,9/4/2020,682,101,2,0,124.917,18.499,0.366,0.0,23672,2301,4.336,0.421
2835,Slovakia,48.6667,19.5,10/4/2020,701,19,2,0,128.397,3.48,0.366,0.0,25846,2174,4.734,0.398
2836,Slovakia,48.6667,19.5,11/4/2020,715,14,2,0,130.961,2.564,0.366,0.0,27426,1580,5.023,0.289
2837,Slovakia,48.6667,19.5,12/4/2020,728,13,2,0,133.342,2.381,0.366,0.0,28750,1324,5.266,0.243
2838,Slovakia,48.6667,19.5,13/4/2020,742,14,2,0,135.906,2.564,0.366,0.0,30052,1302,5.504,0.238
2839,Slovakia,48.6667,19.5,14/4/2020,769,27,2,0,140.852,4.945,0.366,0.0,31491,1439,5.768,0.264
2840,Slovakia,48.6667,19.5,15/4/2020,835,66,2,0,152.94,12.089,0.366,0.0,34458,2967,6.311,0.543
