geo_name|internal_point_lat|internal_point_lon
Noble County|36.3849010|-97.2363345
Nowata County|36.7896148|-95.6133123
Okfuskee County|35.4668040|-96.3277619
Oklahoma County|35.5546109|-97.4094007
Okmulgee County|35.6468790|-95.9645800
Osage County|36.6246804|-96.4083854
Ottawa County|36.8357635|-94.8026814
Pawnee County|36.3137038|-96.6966693
Payne County|36.0792254|-96.9752553
Pittsburg County|34.9255401|-95.7481302
Pontotoc County|34.7210711|-96.6927380
Pottawatomie County|35.2113928|-96.9570070
Pushmataha County|34.3778956|-95.4080850
Roger Mills County|35.7085544|-99.7415716
Rogers County|36.3780816|-95.6013368
Seminole County|35.1583657|-96.6028575
Sequoyah County|35.5024345|-94.7507569
Stephens County|34.4813609|-97.8556068
Texas County|36.7419638|-101.4884339
Tillman County|34.3710852|-98.9317010
Tulsa County|36.1201205|-95.9417313
Wagoner County|35.9634793|-95.5141004
Washington County|36.7043803|-95.9061545
Washita County|35.2901769|-98.9919621
Woods County|36.7651405|-98.8689669
Woodward County|36.4256189|-99.2736609
Baker County|44.7034268|-117.6919334
Benton County|44.4906234|-123.4263169
Clackamas County|45.1604934|-122.1951274
Clatsop County|46.0245092|-123.7050140
Columbia County|45.9419320|-123.0810790
Coos County|43.1841928|-124.0925574
Crook County|44.1630537|-120.3715849
Curry County|42.4666711|-124.2114065
Deschutes County|43.9151181|-121.2255751
Douglas County|43.2859035|-123.1543801
Gilliam County|45.3816660|-120.2118514
Grant County|44.4963261|-119.0140572
Harney County|43.0643552|-118.9859493
Hood River County|45.5117753|-121.6559762
Jackson County|42.4117820|-122.6757974
Jefferson County|44.6437900|-121.1830211
Josephine County|42.3853819|-123.5972453
Klamath County|42.6837613|-121.6461682
Lake County|42.7884009|-120.3897896
Lane County|43.9282763|-122.8976779
Lincoln County|44.6410762|-123.9111826
Linn County|44.4948239|-122.5437555
Malheur County|43.1876999|-117.6039759
Marion County|44.9008984|-122.5762602
Morrow County|45.4254956|-119.6023111
Multnomah County|45.5476932|-122.4171728
Polk County|44.9043946|-123.3973288
Sherman County|45.3992158|-120.6785124
Tillamook County|45.4557425|-123.7593269
Umatilla County|45.5911997|-118.7338795
Union County|45.3040466|-117.9991356
Wallowa County|45.5937530|-117.1855796
Wasco County|45.1645359|-121.1650693
Washington County|45.5535419|-123.0976146
Wheeler County|44.7364108|-120.0268750
Yamhill County|45.2481382|-123.3161171
Adams County|39.8694707|-77.2177296
Allegheny County|40.4689204|-79.9809196
Armstrong County|40.8123792|-79.4641277
Beaver County|40.6841401|-80.3507209
Bedford County|39.9971150|-78.4899795
Berks County|40.4139565|-75.9268598
Blair County|40.4979262|-78.3106398
Bradford County|41.7914949|-76.5021237
Bucks County|40.3368872|-75.1070600
Butler County|40.9138336|-79.9189599
Cambria County|40.4941269|-78.7152843
Cameron County|41.4382888|-78.1983145
Carbon County|40.9178325|-75.7094276
Centre County|40.9091603|-77.8478296
Chester County|39.9739654|-75.7497323
Clarion County|41.1982385|-79.4204044
Clearfield County|41.0002489|-78.4737490
Clinton County|41.2453009|-77.6491409
Columbia County|41.0455174|-76.4042599
Crawford County|41.6868399|-80.1078113
Cumberland County|40.1647822|-77.2634399
Dauphin County|40.4125646|-76.7926343
Delaware County|39.9166704|-75.3987862
Elk County|41.4273339|-78.6539383
Erie County|42.1179519|-80.0963858
Fayette County|39.9141154|-79.6445856
Forest County|41.5133040|-79.2497050
Franklin County|39.9266863|-77.7244853
Fulton County|39.9107505|-78.1226171
Greene County|39.8489829|-80.2256936
Huntingdon County|40.4223212|-77.9685836
Indiana County|40.6514319|-79.0875451
Jefferson County|41.1302871|-78.9990439
Juniata County|40.5306730|-77.4004377
Lackawanna County|41.4402497|-75.6095869
Lancaster County|40.0419921|-76.2501980
Lawrence County|40.9927352|-80.3344455
Lebanon County|40.3673441|-76.4580089
Lehigh County|40.6142409|-75.5906269
Luzerne County|41.1727868|-75.9760345
Lycoming County|41.3436239|-77.0552534
McKean County|41.8145902|-78.5724631
Mercer County|41.3000142|-80.2527863
Mifflin County|40.6118896|-77.6206614
Monroe County|41.0562332|-75.3290369
Montgomery County|40.2099992|-75.3702011
Montour County|41.0292610|-76.6652592
Northampton County|40.7527913|-75.3074468
Northumberland County|40.8515244|-76.7098770
Perry County|40.3977795|-77.2663284
Philadelphia County|40.0093755|-75.1333459
Pike County|41.3259485|-75.0315143
Potter County|41.7482219|-77.8947350
Schuylkill County|40.7036899|-76.2178000
Snyder County|40.7553480|-77.0729544
Somerset County|39.9812968|-79.0284859
Sullivan County|41.4397901|-76.5115249
Susquehanna County|41.8196651|-75.8009686
Tioga County|41.7668593|-77.2572882
Union County|40.9621790|-77.0554751
Venango County|41.4019797|-79.7544181
Warren County|41.8436691|-79.3131731
Washington County|40.2000054|-80.2521319
Wayne County|41.6465894|-75.2924847
Westmoreland County|40.3110682|-79.4666879
Wyoming County|41.5251370|-76.0087796
York County|39.9218390|-76.7284464
Bristol County|41.7052705|-71.2850530
Kent County|41.6777498|-71.5763135
Newport County|41.5027319|-71.2840630
Providence County|41.8704877|-71.5782416
Washington County|41.4011616|-71.6176118
Abbeville County|34.2138089|-82.4604603
Aiken County|33.5493166|-81.6338704
Allendale County|32.9797838|-81.3634213
Anderson County|34.5195488|-82.6380859
Bamberg County|33.2030210|-81.0531608
Barnwell County|33.2606803|-81.4337529
Beaufort County|32.3581474|-80.6893201
Berkeley County|33.2077000|-79.9536554
Calhoun County|33.6747804|-80.7803468
Charleston County|32.8004582|-79.9424800
Cherokee County|35.0497962|-81.6076469
Chester County|34.6893450|-81.1612490
Chesterfield County|34.6370178|-80.1592269
Clarendon County|33.6646821|-80.2178886
Colleton County|32.8349797|-80.6553452
Darlington County|34.3321854|-79.9621155
Dillon County|34.3901723|-79.3749638
Dorchester County|33.0821859|-80.4046966
Edgefield County|33.7764976|-81.9682452
Fairfield County|34.3956685|-81.1270007
Florence County|34.0285346|-79.7102329
Georgetown County|33.4175300|-79.3008115
Greenville County|34.8926452|-82.3720772
Greenwood County|34.1557959|-82.1278759
Hampton County|32.7783233|-81.1433619
Horry County|33.9092694|-78.9766749
Jasper County|32.4305900|-81.0216270
Kershaw County|34.3383561|-80.5908847
Lancaster County|34.6868182|-80.7036885
Laurens County|34.4834770|-82.0056570
Lee County|34.1586401|-80.2512086
Lexington County|33.8925535|-81.2728531
McCormick County|33.8976052|-82.3161920
Marion County|34.0807006|-79.3621305
Marlboro County|34.6018053|-79.6779418
Newberry County|34.2897302|-81.6000526
Oconee County|34.7487585|-83.0615216
Orangeburg County|33.4361350|-80.8029131
Pickens County|34.8873615|-82.7253677
Richland County|34.0297833|-80.8965664
Saluda County|34.0052784|-81.7279033
Spartanburg County|34.9332392|-81.9910530
Sumter County|33.9160459|-80.3824721
Union County|34.6905135|-81.6158309
Williamsburg County|33.6264629|-79.7164752
York County|34.9701904|-81.1831885
Aurora County|43.7247191|-98.5775872
Beadle County|44.4182649|-98.2794224
Bennett County|43.1848259|-101.6764255
Bon Homme County|42.9860314|-97.8856131
Brookings County|44.3766745|-96.7977971
Brown County|45.5892542|-98.3521746
Brule County|43.7298803|-99.0929410
Buffalo County|44.0443062|-99.2039983
Butte County|44.8964345|-103.5017616
Campbell County|45.7822414|-100.0279513
Charles Mix County|43.2061853|-98.5951429
Clark County|44.8552107|-97.7249124
Clay County|42.9129968|-96.9797951
Codington County|44.9663237|-97.1988429
Corson County|45.6983396|-101.1760168
Custer County|43.6849428|-103.4622500
Davison County|43.6804393|-98.1558683
Day County|45.3622825|-97.5937339
Deuel County|44.7562899|-96.6902393
Dewey County|45.1500047|-100.8522182
Douglas County|43.3915064|-98.3584331
Edmunds County|45.4116802|-99.2053620
Fall River County|43.2215038|-103.5121024
Faulk County|45.0654764|-99.1535637
Grant County|45.1726366|-96.7722606
Gregory County|43.1790937|-99.2021581
Haakon County|44.2843122|-101.5917895
Hamlin County|44.6806187|-97.1785980
Hand County|44.5467133|-99.0045751
Hanson County|43.6806116|-97.7968454
Harding County|45.5966116|-103.4738669
Hughes County|44.3922578|-99.9858456
Hutchinson County|43.3367101|-97.7493828
Hyde County|44.5373012|-99.4921478
Jackson County|43.6772940|-101.6264545
Jerauld County|44.0634157|-98.6231878
Jones County|43.9519896|-100.6861386
Kingsbury County|44.3629687|-97.4993130
Lake County|44.0284497|-97.1232229
Lawrence County|44.3536690|-103.7965284
Lincoln County|43.2794204|-96.7222862
Lyman County|43.8948122|-99.8419253
McCook County|43.6789244|-97.3620356
McPherson County|45.7842491|-99.2114212
Marshall County|45.7370535|-97.5808837
Meade County|44.6067915|-102.7158636
Mellette County|43.5849297|-100.7605981
Miner County|44.0173267|-97.6097898
Minnehaha County|43.6674723|-96.7957261
Moody County|44.0124293|-96.6760536
Pennington County|44.0023492|-102.8238015
Perkins County|45.4833865|-102.4679947
Potter County|45.0642763|-99.9496314
Roberts County|45.6233973|-96.9475513
Sanborn County|44.0210318|-98.0921054
Shannon County|43.3419371|-102.5594800
Spink County|44.9310341|-98.3396437
Stanley County|44.4155468|-100.7491628
Sully County|44.7223250|-100.1313985
Todd County|43.2081724|-100.7172035
Tripp County|43.3497292|-99.8762186
Turner County|43.3086698|-97.1501851
Union County|42.8311064|-96.6508287
Walworth County|45.4276046|-100.0278563
Yankton County|43.0066072|-97.3883388
Ziebach County|44.9816662|-101.6692245
Anderson County|36.1167307|-84.1954177
Bedford County|35.5136604|-86.4582939
Benton County|36.0692530|-88.0712118
Bledsoe County|35.5936682|-85.2059790
Blount County|35.6881849|-83.9229731
Bradley County|35.1539144|-84.8594137
Campbell County|36.4015922|-84.1592495
Cannon County|35.8083940|-86.0624044
Carroll County|35.9678963|-88.4516591
Carter County|36.2847441|-82.1265932
Cheatham County|36.2551800|-87.1008163
Chester County|35.4166392|-88.6055046
Claiborne County|36.5015565|-83.6607235
Clay County|36.5457651|-85.5457178
Cocke County|35.9161984|-83.1192234
Coffee County|35.4887586|-86.0782188
Crockett County|35.8113116|-89.1353494
Cumberland County|35.9523984|-84.9947614
Davidson County|36.1691287|-86.7847898
Decatur County|35.6034221|-88.1073838
DeKalb County|35.9822204|-85.8335963
Dickson County|36.1455325|-87.3641546
Dyer County|36.0541962|-89.3983056
Fayette County|35.1969933|-89.4138027
Fentress County|36.3760785|-84.9327026
Franklin County|35.1559259|-86.0992032
Gibson County|35.9916941|-88.9337756
Giles County|35.2027228|-87.0353190
Grainger County|36.2774634|-83.5094926
Greene County|36.1789979|-82.8477460
Grundy County|35.3872730|-85.7221882
Hamblen County|36.2183967|-83.2660711
Hamilton County|35.1591860|-85.2022955
Hancock County|36.5214195|-83.2274526
Hardeman County|35.2181307|-88.9890374
Hardin County|35.2018926|-88.1856958
Hawkins County|36.4522060|-82.9313857
Haywood County|35.5866898|-89.2825359
Henderson County|35.6539945|-88.3876741
Henry County|36.3253983|-88.3003844
Hickman County|35.8023956|-87.4671144
Houston County|36.2857772|-87.7056048
Humphreys County|36.0404396|-87.7906251
Jackson County|36.3542420|-85.6741819
Jefferson County|36.0484787|-83.4409664
Johnson County|36.4532035|-81.8612367
Knox County|35.9927265|-83.9377209
Lake County|36.3339054|-89.4855365
Lauderdale County|35.7629507|-89.6277318
Lawrence County|35.2204764|-87.3965460
Lewis County|35.5232441|-87.4969827
Lincoln County|35.1425322|-86.5933882
Loudon County|35.7374500|-84.3162040
McMinn County|35.4244708|-84.6199625
McNairy County|35.1756263|-88.5646713
Macon County|36.5378383|-86.0012306
Madison County|35.6060563|-88.8334238
Marion County|35.1334215|-85.6183990
Marshall County|35.4683866|-86.7658862
Maury County|35.6156963|-87.0777632
Meigs County|35.5033973|-84.8238876
Monroe County|35.4476659|-84.2497859
Montgomery County|36.5003535|-87.3808865
Moore County|35.2888885|-86.3586840
Morgan County|36.1386970|-84.6392616
Obion County|36.3581749|-89.1501746
Overton County|36.3448504|-85.2830756
Perry County|35.6597850|-87.8770272
Pickett County|36.5593638|-85.0757410
Polk County|35.1094371|-84.5411124
Putnam County|36.1408072|-85.4969279
Rhea County|35.6005870|-84.9495522
Roane County|35.8474721|-84.5238612
Robertson County|36.5275304|-86.8693774
Rutherford County|35.8433688|-86.4172127
Scott County|36.4372392|-84.4983861
Sequatchie County|35.3723348|-85.4103438
Sevier County|35.7912836|-83.5219545
Shelby County|35.1837942|-89.8953970
Smith County|36.2556502|-85.9420775
Stewart County|36.5117556|-87.8515483
Sullivan County|36.5102123|-82.2993965
Sumner County|36.4700152|-86.4585173
Tipton County|35.5002966|-89.7637081
Trousdale County|36.3930297|-86.1566909
Unicoi County|36.1002148|-82.4182453
Union County|36.2841401|-83.8360878
Van Buren County|35.6992446|-85.4584114
Warren County|35.6782817|-85.7773633
Washington County|36.2956649|-82.4950374
Wayne County|35.2426873|-87.8197026
Weakley County|36.3035229|-88.7207846
White County|35.9270621|-85.4557657
Williamson County|35.8949720|-86.8969580
Wilson County|36.1484757|-86.2902097
Anderson County|31.8412660|-95.6617444
Andrews County|32.3122581|-102.6402058
Angelina County|31.2519514|-94.6110558
Aransas County|28.1042254|-96.9779830
Archer County|33.6163054|-98.6872669
Armstrong County|34.9641790|-101.3566363
Atascosa County|28.8942963|-98.5281872
Austin County|29.8919013|-96.2701697
Bailey County|34.0675209|-102.8303446
Bandera County|29.7557484|-99.2606816
Bastrop County|30.1031276|-97.3118587
Baylor County|33.6181716|-99.1972280
Bee County|28.4160770|-97.7425858
Bell County|31.0421099|-97.4819209
Bexar County|29.4486708|-98.5201465
Blanco County|30.2656051|-98.3999768
Borden County|32.7440621|-101.4330328
Bosque County|31.9007636|-97.6376322
Bowie County|33.4460512|-94.4223747
Brazoria County|29.1678175|-95.4346470
Brazos County|30.6567254|-96.3023887
Brewster County|29.8089965|-103.2524579
Briscoe County|34.5251725|-101.2058930
Brooks County|27.0349936|-98.2152756
Brown County|31.7641026|-98.9984697
Burleson County|30.4934867|-96.6220912
Burnet County|30.7896156|-98.2011948
Caldwell County|29.8404216|-97.6310970
Calhoun County|28.4453662|-96.5833004
Callahan County|32.2931499|-99.3722490
Cameron County|26.1029227|-97.4789584
Camp County|32.9745813|-94.9790850
Carson County|35.4054961|-101.3553558
Cass County|33.0836979|-94.3575786
Castro County|34.5336207|-102.2587856
Chambers County|29.7039331|-94.6688749
Cherokee County|31.8438587|-95.1565040
Childress County|34.5293372|-100.2083364
Clay County|33.7859041|-98.2129182
Cochran County|33.6084401|-102.8304490
Coke County|31.8771050|-100.6352358
Coleman County|31.9142052|-99.3466224
Collin County|33.1938849|-96.5781528
Collingsworth County|34.9633577|-100.2721351
Colorado County|29.5959081|-96.5083889
Comal County|29.8030193|-98.2552006
Comanche County|31.9516447|-98.5496169
Concho County|31.3188647|-99.8636483
Cooke County|33.6391685|-97.2103723
Coryell County|31.3911774|-97.7980223
Cottle County|34.0919063|-100.2764416
Crane County|31.4227965|-102.4877739
Crockett County|30.7175316|-101.4042113
Crosby County|33.6091440|-101.2987099
Culberson County|31.4459085|-104.5269447
Dallam County|36.2863696|-102.5940204
Dallas County|32.7669866|-96.7784238
Dawson County|32.7419338|-101.9473224
Deaf Smith County|34.9407663|-102.6075637
Delta County|33.3859329|-95.6733504
Denton County|33.2050051|-97.1190460
DeWitt County|29.0823417|-97.3616556
Dickens County|33.6146663|-100.7860953
Dimmit County|28.4235871|-99.7658713
Donley County|34.9550364|-100.8158457
Duval County|27.6811232|-98.4973933
Eastland County|32.3246454|-98.8365596
Ector County|31.8653008|-102.5425068
Edwards County|29.9858774|-100.3073732
Ellis County|32.3472789|-96.7983357
El Paso County|31.7664034|-106.2413905
Erath County|32.2381358|-98.2223769
Falls County|31.2519298|-96.9341275
Fannin County|33.5911611|-96.1049882
Fayette County|29.8778861|-96.9212309
Fisher County|32.7404728|-100.4031198
Floyd County|34.0737305|-101.3032742
Foard County|33.9804040|-99.7774272
Fort Bend County|29.5266017|-95.7710149
Franklin County|33.1758457|-95.2190662
Freestone County|31.7016540|-96.1442374
Frio County|28.8693343|-99.1087876
Gaines County|32.7439424|-102.6315615
Galveston County|29.2287059|-94.8948647
Garza County|33.1837920|-101.3011341
Gillespie County|30.3263898|-98.9421064
Glasscock County|31.8685906|-101.5289710
Goliad County|28.6607000|-97.4304145
Gonzales County|29.4687041|-97.4777382
Gray County|35.4025424|-100.8123736
Grayson County|33.6245082|-96.6756986
Gregg County|32.4863971|-94.8162759
Grimes County|30.5432314|-95.9880820
Guadalupe County|29.5832081|-97.9490268
Hale County|34.0684364|-101.8228878
Hall County|34.4531894|-100.5763434
Hamilton County|31.7069819|-98.1117941
Hansford County|36.2728469|-101.3569304
Hardeman County|34.2899036|-99.7456973
Hardin County|30.3296124|-94.3931493
Harris County|29.8572730|-95.3930371
Harrison County|32.5479928|-94.3744253
Hartley County|35.8402444|-102.6100473
Haskell County|33.1759649|-99.7307727
Hays County|30.0612247|-98.0292673
Hemphill County|35.8162369|-100.2848066
Henderson County|32.2116334|-95.8534183
Hidalgo County|26.3963839|-98.1809900
Hill County|31.9822401|-97.1298856
Hockley County|33.6059320|-102.3433978
Hood County|32.4301490|-97.8316766
Hopkins County|33.1489586|-95.5651936
Houston County|31.3230362|-95.4215995
Howard County|32.3035834|-101.4385304
Hudspeth County|31.4508678|-105.3775489
Hunt County|33.1234378|-96.0838072
Hutchinson County|35.8370470|-101.3627461
Irion County|31.3034241|-100.9813037
Jack County|33.2322769|-98.1719017
Jackson County|28.9598019|-96.5890800
Jasper County|30.7529323|-94.0222943
Jeff Davis County|30.6170874|-104.1878595
Jefferson County|29.8539997|-94.1493306
Jim Hogg County|27.0412118|-98.7001270
Jim Wells County|27.7335158|-98.0908142
Johnson County|32.3795112|-97.3648234
Jones County|32.7437089|-99.8744297
Karnes County|28.9076175|-97.8607669
Kaufman County|32.5989440|-96.2883777
Kendall County|29.9445241|-98.7110939
Kenedy County|26.8902316|-97.5912328
Kent County|33.1847797|-100.7697199
Kerr County|30.0539275|-99.3519680
Kimble County|30.4794715|-99.7463955
King County|33.6141593|-100.2505476
Kinney County|29.3470865|-100.4177003
Kleberg County|27.4387348|-97.6606203
Knox County|33.6166569|-99.7471116
Lamar County|33.6672628|-95.5703477
Lamb County|34.0688615|-102.3480182
Lampasas County|31.1967308|-98.2408885
La Salle County|28.3510976|-99.0967743
Lavaca County|29.3825778|-96.9236334
Lee County|30.3211046|-96.9763650
Leon County|31.3004925|-95.9956219
Liberty County|30.1621885|-94.8226815
Limestone County|31.5475427|-96.5936230
Lipscomb County|36.2801998|-100.2726827
Live Oak County|28.3515349|-98.1269608
Llano County|30.7075845|-98.6846901
Loving County|31.8449361|-103.5612293
Lubbock County|33.6114688|-101.8199438
Lynn County|33.1784124|-101.8184933
McCulloch County|31.2054766|-99.3598557
McLennan County|31.5494930|-97.2014721
McMullen County|28.3849219|-98.5788529
Madison County|30.9668782|-95.9303719
Marion County|32.7977571|-94.3576733
Martin County|32.3098298|-101.9618363
Mason County|30.7032322|-99.2376082
Matagorda County|28.7833407|-95.9977554
Maverick County|28.7452172|-100.3113679
Medina County|29.3536614|-99.1110846
Menard County|30.8837069|-99.8549364
Midland County|31.8708957|-102.0243264
Milam County|30.7912420|-96.9843946
Mills County|31.4948885|-98.5946231
Mitchell County|32.3037809|-100.9245797
Montague County|33.6762888|-97.7247469
Montgomery County|30.3023644|-95.5035226
Moore County|35.8356759|-101.8905018
Morris County|33.1164660|-94.7312653
Motley County|34.0583832|-100.7936960
Nacogdoches County|31.6205598|-94.6202497
Navarro County|32.0484498|-96.4769075
Newton County|30.7867182|-93.7392500
Nolan County|32.3123380|-100.4181079
Nueces County|27.7394061|-97.5216428
Ochiltree County|36.2787442|-100.8158636
Oldham County|35.4019206|-102.5976203
Orange County|30.1209180|-93.8933577
Palo Pinto County|32.7522101|-98.3179744
Panola County|32.1639784|-94.3051563
Parker County|32.7770964|-97.8059049
Parmer County|34.5321628|-102.7848533
Pecos County|30.7708943|-102.7198600
Polk County|30.7845525|-94.8373376
Potter County|35.3986751|-101.8938040
Presidio County|30.0058912|-104.2616192
Rains County|32.8705795|-95.7954400
Randall County|34.9625290|-101.8955472
Reagan County|31.3728949|-101.5139014
Real County|29.8230304|-99.8053030
Red River County|33.6196255|-95.0484293
Reeves County|31.3083660|-103.7127060
Refugio County|28.3124958|-97.1604793
Roberts County|35.8362157|-100.8075549
Robertson County|31.0254810|-96.5149408
Rockwall County|32.8892161|-96.4075009
Runnels County|31.8333106|-99.9678560
Rusk County|32.1094232|-94.7563823
Sabine County|31.3432997|-93.8519129
San Augustine County|31.3824492|-94.1631796
San Jacinto County|30.5742178|-95.1628522
San Patricio County|28.0117816|-97.5171652
San Saba County|31.1551375|-98.8192922
Schleicher County|30.8962331|-100.5272161
Scurry County|32.7444622|-100.9133987
Shackelford County|32.7437882|-99.3470453
Shelby County|31.7901368|-94.1425654
Sherman County|36.2776278|-101.8947164
Smith County|32.3770925|-95.2696296
Somervell County|32.2179420|-97.7692109
Starr County|26.5463354|-98.7158034
Stephens County|32.7315311|-98.8400811
Sterling County|31.8357739|-101.0549111
Stonewall County|33.1795797|-100.2538069
Sutton County|30.5178648|-100.5053952
Swisher County|34.5304596|-101.7328522
Tarrant County|32.7720400|-97.2912913
Taylor County|32.2956844|-99.8932198
Terrell County|30.2323316|-102.0725386
Terry County|33.1712290|-102.3392840
Throckmorton County|33.1707121|-99.2061367
Titus County|33.2145990|-94.9667825
Tom Green County|31.4015829|-100.4613549
Travis County|30.2395128|-97.6912697
Trinity County|31.0874829|-95.1532906
Tyler County|30.7695792|-94.3794486
Upshur County|32.7358779|-94.9416491
Upton County|31.3538489|-102.0420128
Uvalde County|29.3503398|-99.7610739
Val Verde County|29.8849608|-101.1466458
Van Zandt County|32.5589476|-95.8363905
Victoria County|28.7963699|-96.9711977
Walker County|30.7430899|-95.5698884
Waller County|30.0135781|-95.9821022
Ward County|31.5130687|-103.1051127
Washington County|30.2150752|-96.4102717
Webb County|27.7705836|-99.3266413
Wharton County|29.2784805|-96.2296745
Wheeler County|35.3925926|-100.2531067
Wichita County|33.9911025|-98.7168508
Wilbarger County|34.0849199|-99.2424397
Willacy County|26.4810918|-97.5842235
Williamson County|30.6490296|-97.6050692
Wilson County|29.1743028|-98.0858986
Winkler County|31.8314155|-103.0559860
Wise County|33.2190947|-97.6539968
Wood County|32.7835881|-95.3821664
Yoakum County|33.1723972|-102.8237706
Young County|33.1587871|-98.6782671
Zapata County|26.9969806|-99.1826027
Zavala County|28.8646523|-99.7598304
Beaver County|38.3575350|-113.2389481
Box Elder County|41.4760210|-113.0529220
Cache County|41.7342254|-111.7445805
Carbon County|39.6700496|-110.5903568
Daggett County|40.8900990|-109.5057855
Davis County|41.0370451|-112.2021234
Duchesne County|40.2896487|-110.4298302
Emery County|39.0090280|-110.7211105
Garfield County|37.8316224|-111.4508858
Grand County|38.9743261|-109.5734502
Iron County|37.8827271|-113.2900593
Juab County|39.7108265|-112.7942622
Kane County|37.2751183|-111.8154127
Millard County|39.0945404|-113.5250141
Morgan County|41.0910273|-111.5778846
Piute County|38.3358805|-112.1293755
Rich County|41.6275976|-111.2402269
Salt Lake County|40.6678820|-111.9242439
San Juan County|37.6230637|-109.7893204
Sanpete County|39.3805876|-111.5704510
Sevier County|38.7468245|-111.8119299
Summit County|40.8720603|-110.9684862
Tooele County|40.4676916|-113.1240153
Uintah County|40.1258872|-109.5177482
Utah County|40.1204090|-111.6686673
Wasatch County|40.3348838|-111.1615683
Washington County|37.2625308|-113.4878003
Wayne County|38.2612288|-110.9903225
Weber County|41.2703552|-111.8758787
Addison County|44.0312479|-73.1415807
Bennington County|43.0353251|-73.1114599
Caledonia County|44.4687907|-72.1121676
Chittenden County|44.4606755|-73.0705246
Essex County|44.7240209|-71.7327362
Franklin County|44.8589643|-72.9094023
Grand Isle County|44.8017876|-73.3007577
Lamoille County|44.6035041|-72.6383555
Orange County|44.0033924|-72.3696871
Orleans County|44.8284417|-72.2516300
Rutland County|43.5808439|-73.0381964
Washington County|44.2749532|-72.6094749
Windham County|42.9991426|-72.7163348
Windsor County|43.5881434|-72.5915145
Accomack County|37.7659435|-75.7578073
Albemarle County|38.0241841|-78.5535056
Alleghany County|37.7879048|-80.0086690
Amelia County|37.3361313|-77.9732178
Amherst County|37.6303621|-79.1478477
Appomattox County|37.3707253|-78.8109404
Arlington County|38.8783374|-77.1007034
Augusta County|38.1678073|-79.1466816
Bath County|38.0689876|-79.7328980
Bedford County|37.3124079|-79.5279466
Bland County|37.1306124|-81.1258532
Botetourt County|37.5531930|-79.8053176
Brunswick County|36.7645309|-77.8609162
Buchanan County|37.2681198|-82.0381508
Buckingham County|37.5739280|-78.5291687
Campbell County|37.2101510|-79.0954285
Caroline County|38.0303193|-77.3523482
Carroll County|36.7324256|-80.7280430
Charles City County|37.3610475|-77.0541709
Charlotte County|37.0140909|-78.6614240
Chesterfield County|37.3784338|-77.5858474
Clarke County|39.1159309|-77.9920039
Craig County|37.4731287|-80.2317340
Culpeper County|38.4859303|-77.9564758
Cumberland County|37.5201891|-78.2528364
Dickenson County|37.1370810|-82.3492083
Dinwiddie County|37.0734984|-77.6354922
Essex County|37.9394802|-76.9418713
Fairfax County|38.8337425|-77.2761174
Fauquier County|38.7441032|-77.8215847
Floyd County|36.9314381|-80.3503087
Fluvanna County|37.8306058|-78.2844452
Franklin County|36.9923498|-79.8839586
Frederick County|39.2036370|-78.2639164
Giles County|37.3119298|-80.7171778
Gloucester County|37.4035413|-76.5235051
Goochland County|37.7241655|-77.9142734
Grayson County|36.6563026|-81.2253365
Greene County|38.2979805|-78.4701629
Greensville County|36.6802247|-77.5602607
Halifax County|36.7664610|-78.9396142
Hanover County|37.7601655|-77.4909916
Henrico County|37.4375205|-77.3003330
Henry County|36.6205931|-79.9805844
Highland County|38.3566717|-79.5679583
Isle of Wight County|36.9014184|-76.7075688
James City County|37.3244273|-76.7783194
King and Queen County|37.7209945|-76.8910903
King George County|38.2771787|-77.1627015
King William County|37.7082604|-77.0910539
Lancaster County|37.7038307|-76.4131985
Lee County|36.7021617|-83.1303336
Loudoun County|39.0811303|-77.6388572
Louisa County|37.9716808|-77.9591779
Lunenburg County|36.9457567|-78.2423130
Madison County|38.4120586|-78.2769613
Mathews County|37.4253479|-76.2688077
Mecklenburg County|36.6872563|-78.3689592
Middlesex County|37.6068281|-76.5279582
Montgomery County|37.1748845|-80.3873140
Nelson County|37.7900160|-78.8793935
New Kent County|37.4989741|-76.9933392
Northampton County|37.3026286|-75.9238683
Northumberland County|37.8569736|-76.3796872
Nottoway County|37.1436955|-78.0521623
Orange County|38.2504394|-78.0099795
Page County|38.6237508|-78.4904708
Patrick County|36.6673274|-80.2861409
Pittsylvania County|36.8217206|-79.3985019
Powhatan County|37.5494041|-77.9128553
Prince Edward County|37.2248813|-78.4329574
Prince George County|37.1873255|-77.2209931
Prince William County|38.7023317|-77.4788873
Pulaski County|37.0633853|-80.7134439
Rappahannock County|38.6845215|-78.1688241
Richmond County|37.9428935|-76.7305609
Roanoke County|37.3310768|-80.1901101
Rockbridge County|37.8145174|-79.4477537
Rockingham County|38.5112574|-78.8763070
Russell County|36.9334198|-82.0959342
Scott County|36.7127783|-82.6136268
Shenandoah County|38.8562040|-78.5739867
Smyth County|36.8423183|-81.5397861
Southampton County|36.7201725|-77.1038556
Spotsylvania County|38.1823112|-77.6562804
Stafford County|38.4189333|-77.4590432
Surry County|37.1197611|-76.8801717
Sussex County|36.9266454|-77.2597319
Tazewell County|37.1253949|-81.5629237
Warren County|38.9081874|-78.2071314
Washington County|36.7478126|-81.9502907
Westmoreland County|38.1091912|-76.8041695
Wise County|36.9745607|-82.6215601
Wythe County|36.9014709|-81.0842090
York County|37.2209139|-76.3955330
Alexandria city|38.8183429|-77.0820263
