Id,Plattform,Ende,Seiteninteraktionen,„Gefällt mir“-Angaben für Seite,Beitragskommentare,Beitragsinteraktionen,Beitragsreaktionen,Geteilte Beiträge,Fotoaufrufe,Kosten pro Seiteninteraktion (EUR),Kosten pro „Gefällt mir“ für Seite (EUR),Kosten pro Beitragskommentar (EUR),Kosten pro Beitragsinteraktion (EUR),Kosten pro Beitragsreaktion (EUR),Kosten pro geteiltem Beitrag (EUR),Kosten pro Fotoaufruf (EUR),Durchschnittliche Wiedergabedauer,Videowiedergabe in %,Link-Klicks,Individuelle Link-Klicks,Ausgehende Klicks,Individuelle ausgehende Klicks,CTR (Link-Klickrate),Individuelle CTR (Link-Klickrate),Ausgehende CTR (Klickrate),Individuelle ausgehende CTR (Klickrate),Individuelle Klicks (alle),Individuelle CTR (alle),CPC (Kosten pro Link-Klick) (EUR),Kosten pro individuellem Link-Klick (EUR),Kosten pro ausgehendem Klick (EUR),Kosten pro individuellem ausgehendem Klick (EUR),Kosten pro individuellem Klick (alle) (EUR),Geschätzte Steigerung der Werbeerinnerung (Personen),Geschätzte Steigerungsrate der Werbeerinnerung,Ziel,Ergebnisse,Indikator für Ergebnisse,Ergebnisrate,Reichweite,Frequenz,Impressionen,Auslieferung,Ausgegebener Betrag (EUR),Klicks (alle),CPC (alle) (EUR),CTR (alle),Brutto-Impressionen (enthält ungültige Impressionen von nicht Non-Human Traffic),Kosten pro Ergebnis,Kosten pro 1.000 erreichten Personen (EUR),CPM (Kosten pro 1.000 Impressionen) (EUR)
803,Facebook,3/8/2014,396,3,87,393,147,17,88,"0,1111111111","14,66666667","0,5057471264","0,1119592875","0,2993197279","2,588235294","0,5",0:00:00,0,54,50,NA,NA,"0,1729549677","0,1601434886",NA,NA,89,"0,2850554096","0,8148148148","0,88",NA,NA,"0,4943820225",0,0,NONE,NA,NA,NA,31222,1,31222,completed,44,100,"0,44","0,3202869771",0,NA,"1,409262699","1,409262699"
804,Facebook,3/30/2014,239,232,NA,7,4,NA,1,"0,9411715481","0,9695689655",NA,"32,13428571","56,235",NA,"224,94",0:00:00,0,2,2,NA,NA,"0,005173439561","0,00630636312",NA,NA,339,"1,068928549","112,47","112,47",NA,NA,"0,663539823",0,0,NONE,NA,NA,NA,31714,"1,218988459",38659,completed,"224,94",355,"0,6336338028","0,9182855221",0,NA,"7,092766602","5,818567475"
805,Facebook,3/23/2014,393,335,1,58,18,3,12,"0,572519084","0,671641791",225,"3,879310345","12,5",75,"18,75",0:00:00,0,24,18,NA,NA,"0,05150877795","0,0418312805",NA,NA,509,"1,182895654","9,375","12,5",NA,NA,"0,442043222",0,0,NONE,NA,NA,NA,43030,"1,082825935",46594,completed,225,540,"0,4166666667","1,158947504",0,NA,"5,228910063","4,828947933"
806,Facebook,3/16/2014,155,137,NA,18,6,NA,5,"1,451612903","1,642335766",NA,"12,5","37,5",NA,45,0:00:00,0,7,4,NA,NA,"0,001218662953","0,003099862056",NA,NA,463,"0,358809033","32,14285714","56,25",NA,NA,"0,4859611231",0,0,NONE,NA,NA,NA,129038,"4,451401913",574400,completed,225,491,"0,4582484725","0,08548050139",0,NA,"1,743672407","0,3917130919"
807,Facebook,3/8/2014,424,25,NA,399,NA,NA,NA,"0,4716981132",8,NA,"0,5012531328",NA,NA,NA,0:00:00,0,399,394,NA,NA,"0,2807447123","0,3396434606",NA,NA,674,"0,5810144478","0,5012531328","0,5076142132",NA,NA,"0,296735905",0,0,NONE,NA,NA,NA,116004,"1,225147409",142122,completed,200,755,"0,2649006623","0,5312337288",0,NA,"1,72407848","1,407241666"
808,Facebook,3/9/2014,164,118,NA,46,15,2,9,"1,37195122","1,906779661",NA,"4,891304348",15,"112,5",25,0:00:00,0,20,13,NA,NA,"0,004551816744","0,009836933903",NA,NA,388,"0,2935946427","11,25","17,30769231",NA,NA,"0,5798969072",0,0,NONE,NA,NA,NA,132155,"3,324770156",439385,completed,225,409,"0,5501222494","0,09308465241",0,NA,"1,702546253","0,5120793837"
809,Facebook,3/7/2014,409,6,66,403,85,8,25,"0,1833740831","12,5","1,136363636","0,1861042184","0,8823529412","9,375",3,0:00:00,0,219,211,NA,NA,"0,4911084699","0,4763839971",NA,NA,294,"0,6637767543","0,3424657534","0,355450237",NA,NA,"0,2551020408",0,0,NONE,NA,NA,NA,44292,"1,00679581",44593,completed,75,337,"0,2225519288","0,7557239926",0,NA,"1,693308047","1,681878322"
810,Facebook,3/7/2014,189,7,1,182,24,NA,157,"0,4497354497","12,14285714",85,"0,467032967","3,541666667",NA,"0,5414012739",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,169,"0,5623772919",NA,NA,NA,NA,"0,5029585799",0,0,NONE,NA,NA,NA,30051,"1,142158331",34323,completed,85,182,"0,467032967","0,5302566792",0,NA,"2,828524841","2,476473502"
811,Facebook,3/5/2014,133,9,3,124,70,5,41,"0,1127819549","1,666666667",5,"0,1209677419","0,2142857143",3,"0,3658536585",0:00:00,0,5,3,NA,NA,"0,07180812868","0,04308487721",NA,NA,63,"0,9047824214",3,5,NA,NA,"0,2380952381",0,0,NONE,NA,NA,NA,6963,1,6963,completed,15,82,"0,1829268293","1,17765331",0,NA,"2,15424386","2,15424386"
812,Facebook,2/27/2014,143,6,2,137,17,NA,NA,"0,5244755245","12,5","37,5","0,5474452555","4,411764706",NA,NA,0:00:00,0,118,118,NA,NA,"0,3728042462","0,437037037",NA,NA,204,"0,7555555556","0,6355932203","0,6355932203",NA,NA,"0,3676470588",0,0,NONE,NA,NA,NA,27000,"1,172296296",31652,completed,75,226,"0,3318584071","0,7140149122",0,NA,"2,777777778","2,369518514"
813,Facebook,3/7/2014,81,7,NA,74,NA,NA,NA,"0,987654321","11,42857143",NA,"1,081081081",NA,NA,NA,0:00:00,0,74,73,NA,NA,"0,3710575139","0,4436611158",NA,NA,127,"0,7718487906","1,081081081","1,095890411",NA,NA,"0,6299212598",0,0,NONE,NA,NA,NA,16454,"1,212045703",19943,completed,80,145,"0,5517241379","0,7270721556",0,NA,"4,862039626","4,011432583"
814,Facebook,2/24/2014,192,4,18,188,80,6,30,"0,14171875","6,8025","1,511666667","0,1447340426","0,340125","4,535","0,907",0:00:00,0,54,50,NA,NA,"0,3611315455","0,3343810607",NA,NA,86,"0,5751354243","0,5038888889","0,5442",NA,NA,"0,3163953488",0,0,NONE,NA,NA,NA,14953,1,14953,completed,"27,21",103,"0,2641747573","0,688824985",0,NA,"1,819701732","1,819701732"
815,Facebook,2/21/2014,949,3,1,946,28,NA,917,"0,02318229715","7,333333333",22,"0,02325581395","0,7857142857",NA,"0,0239912759",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,794,"9,807312253",NA,NA,NA,NA,"0,02770780856",0,0,NONE,NA,NA,NA,8096,1,8096,completed,22,898,"0,02449888641","11,09189723",0,NA,"2,717391304","2,717391304"
816,Facebook,2/21/2014,122,4,NA,118,21,NA,NA,"0,6145901639","18,745",NA,"0,6354237288","3,57047619",NA,NA,0:00:00,0,97,92,NA,NA,"0,2679483992","0,2917300863",NA,NA,207,"0,6563926941","0,7729896907","0,815",NA,NA,"0,3622222222",0,0,NONE,NA,NA,NA,31536,"1,14792618",36201,completed,"74,98",230,"0,326","0,6353415652",0,NA,"2,377600203","2,071213502"
817,Facebook,2/20/2014,583,2,NA,581,13,NA,NA,"0,12864494","37,5",NA,"0,1290877797","5,769230769",NA,NA,0:00:00,0,568,566,NA,NA,"1,06347126","1,183605186",NA,NA,790,"1,65202844","0,1320422535","0,1325088339",NA,NA,"0,09493670886",0,0,NONE,NA,NA,NA,47820,"1,116896696",53410,completed,75,823,"0,09113001215","1,540909942",0,NA,"1,56838143","1,404231417"
818,Facebook,3/2/2014,852,47,NA,805,NA,NA,NA,"0,3521126761","6,382978723",NA,"0,3726708075",NA,NA,NA,0:00:00,0,805,768,NA,NA,"0,293293596","0,5533938608",NA,NA,1315,"0,9475428736","0,3726708075","0,390625",NA,NA,"0,2281368821",0,0,NONE,NA,NA,NA,138780,"1,977727338",274469,completed,300,1686,"0,1779359431","0,6142770222",0,NA,"2,161694769","1,093019612"
819,Facebook,2/12/2014,5198,58,93,5140,665,23,1568,"0,05771450558","5,172413793","3,225806452","0,05836575875","0,4511278195","13,04347826","0,1913265306",0:00:00,0,2791,1912,NA,NA,"1,832446983","1,268661668",NA,NA,1591,"1,055669829","0,1074883554","0,1569037657",NA,NA,"0,1885606537",0,0,NONE,NA,NA,NA,150710,"1,010616416",152310,completed,300,1914,"0,1567398119","1,256647627",0,NA,"1,990577931","1,969667126"
820,Facebook,2/11/2014,1040,16,6,1024,26,NA,991,"0,02115384615","1,375","3,666666667","0,021484375","0,8461538462",NA,"0,02219979818",0:00:00,0,1,1,NA,NA,"0,007572889057","0,007583801001",NA,NA,1270,"9,631427271",22,22,NA,NA,"0,01732283465",0,0,NONE,NA,NA,NA,13186,"1,001440922",13205,completed,22,3887,"0,005659891948","29,43581977",0,NA,"1,66843622","1,666035593"
821,Facebook,2/11/2014,382,15,2,367,68,6,39,"0,1963350785",5,"37,5","0,204359673","1,102941176","12,5","1,923076923",0:00:00,0,252,228,NA,NA,"0,5369928401","0,5008897384",NA,NA,286,"0,6283090578","0,2976190476","0,3289473684",NA,NA,"0,2622377622",0,0,NONE,NA,NA,NA,45519,"1,030954107",46928,completed,75,315,"0,2380952381","0,6712410501",0,NA,"1,647663613","1,598192976"
822,Facebook,2/11/2014,984,4,NA,980,16,NA,959,"0,0762195122","18,75",NA,"0,07653061224","4,6875",NA,"0,07820646507",0:00:00,0,5,4,NA,NA,"0,01903964053","0,01523171243",NA,NA,976,"3,716537832",15,"18,75",NA,NA,"0,0768442623",0,0,NONE,NA,NA,NA,26261,1,26261,completed,75,1062,"0,07062146893","4,044019649",0,NA,"2,85594608","2,85594608"
823,Facebook,2/11/2014,1072,7,1,1065,31,NA,1030,"0,06996268657","10,71428571",75,"0,07042253521","2,419354839",NA,"0,07281553398",0:00:00,0,3,3,NA,NA,"0,01142813607","0,01144819691",NA,NA,1041,"3,972524327",25,25,NA,NA,"0,07204610951",0,0,NONE,NA,NA,NA,26205,"1,00175539",26251,completed,75,1130,"0,06637168142","4,30459792",0,NA,"2,862049227","2,857034018"
824,Facebook,2/8/2014,2010,7,15,2003,36,1,1948,"0,03731343284","10,71428571",5,"0,03744383425","2,083333333",75,"0,03850102669",0:00:00,0,3,3,NA,NA,"0,0105507491","0,01074152315",NA,NA,1914,"6,853091768",25,25,NA,NA,"0,03918495298",0,0,NONE,NA,NA,NA,27929,"1,018081564",28434,completed,75,2019,"0,03714710253","7,100654146",0,NA,"2,685380787","2,637687276"
825,Facebook,2/7/2014,1534,12,6,1522,51,NA,1463,"0,01434159061","1,833333333","3,666666667","0,01445466491","0,431372549",NA,"0,01503759398",0:00:00,0,2,2,NA,NA,"0,01596169194","0,01596169194",NA,NA,590,"4,708699122",11,11,NA,NA,"0,03728813559",0,0,NONE,NA,NA,NA,12530,1,12530,completed,22,1472,"0,01494565217","11,74780527",0,NA,"1,755786113","1,755786113"
826,Facebook,2/6/2014,219,3,8,216,52,6,7,"0,1369863014",10,"3,75","0,1388888889","0,5769230769",5,"4,285714286",0:00:00,0,143,107,NA,NA,"0,6998825372","0,523688332",NA,NA,154,"0,7537196554","0,2097902098","0,2803738318",NA,NA,"0,1948051948",0,0,NONE,NA,NA,NA,20432,1,20432,completed,30,184,"0,1630434783","0,9005481597",0,NA,"1,468285043","1,468285043"
827,Facebook,2/13/2014,5085,286,NA,4799,NA,NA,NA,"0,1966568338","3,496503497",NA,"0,2083767452",NA,NA,NA,0:00:00,0,4799,4298,NA,NA,"1,009537914","1,44741096",NA,NA,5000,"1,683819171","0,2083767452","0,2326663564",NA,NA,"0,2",0,0,NONE,NA,NA,NA,296944,"1,600860768",475366,completed,1000,6604,"0,1514233798","1,389245339",0,NA,"3,367638343","2,103642246"
828,Facebook,2/6/2014,786,2,28,784,36,4,696,"0,09541984733","37,5","2,678571429","0,09566326531","2,083333333","18,75","0,1077586207",0:00:00,0,20,18,NA,NA,"0,06672894702","0,06005605232",NA,NA,636,"2,121980515","3,75","4,166666667",NA,NA,"0,1179245283",0,0,NONE,NA,NA,NA,29972,1,29972,completed,75,674,"0,1112759644","2,248765514",0,NA,"2,502335513","2,502335513"
829,Facebook,2/5/2014,502,3,5,499,20,NA,474,"0,0438247012","7,333333333","4,4","0,04408817635","1,1",NA,"0,04641350211",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,435,"5,082369436",NA,NA,NA,NA,"0,05057471264",0,0,NONE,NA,NA,NA,8559,"1,007243837",8621,completed,22,466,"0,04721030043","5,405405405",0,NA,"2,570393738","2,551908131"
830,Facebook,2/4/2014,192,3,15,189,72,3,61,"0,15625",10,2,"0,1587301587","0,4166666667",10,"0,4918032787",0:00:00,0,38,36,NA,NA,"0,2175406458","0,2060911381",NA,NA,84,"0,4808793222","0,7894736842","0,8333333333",NA,NA,"0,3571428571",0,0,NONE,NA,NA,NA,17468,1,17468,completed,30,101,"0,297029703","0,5782001374",0,NA,"1,717426151","1,717426151"
831,Facebook,1/26/2014,682,10,18,672,57,7,10,"0,1085043988","7,4","4,111111111","0,1101190476","1,298245614","10,57142857","7,4",0:00:00,0,580,561,NA,NA,"1,560818084","1,509687836",NA,NA,581,"1,56350915","0,1275862069","0,1319073084",NA,NA,"0,1273666093",0,0,NONE,NA,NA,NA,37160,1,37160,completed,74,658,"0,1124620061","1,770721206",0,NA,"1,99138859","1,99138859"
832,Facebook,1/24/2014,561,5,146,556,86,27,99,"0,1336898396",15,"0,5136986301","0,1348920863","0,8720930233","2,777777778","0,7575757576",0:00:00,0,198,182,NA,NA,"0,4515908313","0,4172684962",NA,NA,137,"0,3140977142","0,3787878788","0,4120879121",NA,NA,"0,5474452555",0,0,NONE,NA,NA,NA,43617,"1,00522732",43845,completed,75,155,"0,4838709677","0,353518075",0,NA,"1,719513034","1,710571331"
833,Facebook,1/24/2014,856,11,45,845,181,22,563,"0,08761682243","6,818181818","1,666666667","0,08875739645","0,4143646409","3,409090909","0,1332149201",0:00:00,0,34,27,NA,NA,"0,1246425691","0,1006073704",NA,NA,452,"1,684241905","2,205882353","2,777777778",NA,NA,"0,1659292035",0,0,NONE,NA,NA,NA,26837,"1,016432537",27278,completed,75,514,"0,1459143969","1,884302368",0,NA,"2,794649178","2,749468436"
834,Facebook,1/24/2014,363,19,2,344,83,9,212,"0,2066115702","3,947368421","37,5","0,2180232558","0,9036144578","8,333333333","0,3537735849",0:00:00,0,38,35,NA,NA,"0,1158395318","0,1078781901",NA,NA,281,"0,8661077549","1,973684211","2,142857143",NA,NA,"0,2669039146",0,0,NONE,NA,NA,NA,32444,"1,011096042",32804,completed,75,305,"0,2459016393","0,9297646628",0,NA,"2,311675502","2,286306548"
835,Facebook,1/23/2014,879,16,89,862,259,11,129,"0,08532423208","4,6875","0,8426966292","0,08700696056","0,2895752896","6,818181818","0,5813953488",0:00:00,0,374,305,NA,NA,"1,924957538","1,587053804",NA,NA,399,"2,076178583","0,2005347594","0,2459016393",NA,NA,"0,1879699248",0,0,NONE,NA,NA,NA,19218,"1,01097929",19429,completed,75,486,"0,1543209877","2,50141541",0,NA,"3,902591321","3,860208966"
836,Facebook,2/2/2014,755,58,NA,697,NA,NA,NA,"0,8940397351","11,63793103",NA,"0,9684361549",NA,NA,NA,0:00:00,0,697,656,NA,NA,"0,07263374979","0,4059179872",NA,NA,1266,"0,7833722132","0,9684361549","1,028963415",NA,NA,"0,5331753555",0,0,NONE,NA,NA,NA,161609,"5,937843808",959609,completed,675,1579,"0,4274857505","0,164546185",0,NA,"4,176747582","0,7034114936"
837,Facebook,1/21/2014,268,2,1,266,45,NA,51,"0,1679104478","22,5",45,"0,1691729323",1,NA,"0,8823529412",0:00:00,0,169,152,NA,NA,"0,5096501809","0,4584942085",NA,NA,140,"0,4222972973","0,2662721893","0,2960526316",NA,NA,"0,3214285714",0,0,NONE,NA,NA,NA,33152,"1,000241313",33160,completed,45,159,"0,2830188679","0,4794933655",0,NA,"1,35738417","1,357056695"
838,Facebook,1/18/2014,273,7,1,266,11,NA,254,"0,2381684982","9,288571429","65,02","0,2444360902","5,910909091",NA,"0,255984252",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,248,"1,117066799",NA,NA,NA,NA,"0,2621774194",0,0,NONE,NA,NA,NA,22201,"1,080356741",23985,completed,"65,02",275,"0,2364363636","1,146549927",0,NA,"2,928696906","2,710860955"
839,Facebook,1/20/2014,308,23,NA,285,NA,NA,9,"0,487012987","6,52173913",NA,"0,5263157895",NA,NA,"16,66666667",0:00:00,0,276,270,NA,NA,"0,1182635821","0,1985045987",NA,NA,256,"0,1882117676","0,5434782609","0,5555555556",NA,NA,"0,5859375",0,0,NONE,NA,NA,NA,136017,"1,715792879",233377,completed,150,281,"0,5338078292","0,1204060383",0,NA,"1,102803326","0,6427368592"
840,Facebook,1/2/2014,588,7,29,581,76,5,467,"0,1037414966","8,714285714","2,103448276","0,1049913941","0,8026315789","12,2","0,130620985",0:00:00,0,4,4,NA,NA,"0,009248341079","0,009305571711",NA,NA,395,"0,9189252065","15,25","15,25",NA,NA,"0,1544303797",0,0,NONE,NA,NA,NA,42985,"1,006188205",43251,completed,61,415,"0,1469879518","0,9595153869",0,NA,"1,419099686","1,410372015"
841,Facebook,12/27/2013,606,19,14,587,183,4,113,"0,1815181518","5,789473684","7,857142857","0,1873935264","0,6010928962","27,5","0,9734513274",0:00:00,0,273,257,NA,NA,"0,395165376","0,3790113261",NA,NA,356,"0,525011798","0,4029304029","0,4280155642",NA,NA,"0,308988764",0,0,NONE,NA,NA,NA,67808,"1,018832586",69085,completed,110,399,"0,2756892231","0,5775493957",0,NA,"1,622227466","1,592241442"
842,Facebook,12/26/2013,343,3,11,340,56,6,184,"0,1778425656","20,33333333","5,545454545","0,1794117647","1,089285714","10,16666667","0,3315217391",0:00:00,0,83,72,NA,NA,"0,2445347946","0,2139228095",NA,NA,218,"0,6477107288","0,734939759","0,8472222222",NA,NA,"0,2798165138",0,0,NONE,NA,NA,NA,33657,"1,008467778",33942,completed,61,232,"0,2629310345","0,6835189441",0,NA,"1,812401581","1,797183431"
843,Facebook,12/25/2013,245,5,NA,240,28,3,206,"0,2857142857",14,NA,"0,2916666667","2,5","23,33333333","0,3398058252",0:00:00,0,3,3,NA,NA,"0,007666360012","0,007873809086",NA,NA,148,"0,3884412483","23,33333333","23,33333333",NA,NA,"0,472972973",0,0,NONE,NA,NA,NA,38101,"1,027059657",39132,completed,70,161,"0,4347826087","0,4114279873",0,NA,"1,83722212","1,788817336"
844,Facebook,12/21/2013,220,5,39,215,31,2,15,"0,3363636364","14,8","1,897435897","0,3441860465","2,387096774",37,"4,933333333",0:00:00,0,128,126,NA,NA,"0,3820439351","0,3807911995",NA,NA,134,"0,4049684185","0,578125","0,5873015873",NA,NA,"0,552238806",0,0,NONE,NA,NA,NA,33089,"1,012541932",33504,completed,74,148,"0,5","0,4417382999",0,NA,"2,236392759","2,2086915"
845,Facebook,12/21/2013,514,7,133,507,124,11,37,"0,1439688716","10,57142857","0,5563909774","0,1459566075","0,5967741935","6,727272727",2,0:00:00,0,202,183,NA,NA,"0,8045244544","0,7420623657",NA,NA,259,"1,050241272","0,3663366337","0,4043715847",NA,NA,"0,2857142857",0,0,NONE,NA,NA,NA,24661,"1,018125786",25108,completed,74,307,"0,2410423453","1,222717859",0,NA,"3,000689348","2,947267803"
846,Facebook,1/8/2014,69,1,NA,68,NA,NA,NA,"0,3568115942","24,62",NA,"0,3620588235",NA,NA,NA,0:00:00,0,68,65,NA,NA,"0,02202343553","0,2554127864",NA,NA,56,"0,220047939","0,3620588235","0,3787692308",NA,NA,"0,4396428571",0,0,NONE,NA,NA,NA,25449,"12,13257888",308762,completed,"24,62",63,"0,3907936508","0,02040406527",0,NA,"0,9674250462","0,07973779157"
847,Facebook,12/27/2013,112,3,NA,109,NA,NA,NA,"0,4464285714","16,66666667",NA,"0,4587155963",NA,NA,NA,0:00:00,0,109,107,NA,NA,"0,02104629025","0,198184849",NA,NA,98,"0,1815150954","0,4587155963","0,4672897196",NA,NA,"0,5102040816",0,0,NONE,NA,NA,NA,53990,"9,592628264",517906,completed,50,105,"0,4761904762","0,02027394933",0,NA,"0,9260974254","0,09654261584"
848,Facebook,12/27/2013,123,5,NA,118,NA,NA,NA,"0,4049593496","9,962",NA,"0,4221186441",NA,NA,NA,0:00:00,0,118,114,NA,NA,"0,02442957967","0,2304426925",NA,NA,103,"0,2082069941","0,4221186441","0,4369298246",NA,NA,"0,483592233",0,0,NONE,NA,NA,NA,49470,"9,763917526",483021,completed,"49,81",109,"0,4569724771","0,02256630664",0,NA,"1,006872852","0,1031218104"
849,Facebook,12/27/2013,110,3,NA,107,NA,NA,NA,"0,4545454545","16,66666667",NA,"0,4672897196",NA,NA,NA,0:00:00,0,107,106,NA,NA,"0,02001174521","0,1613173233",NA,NA,96,"0,1460987079","0,4672897196","0,4716981132",NA,NA,"0,5208333333",0,0,NONE,NA,NA,NA,65709,"8,137180599",534686,completed,50,102,"0,4901960784","0,01907661693",0,NA,"0,7609307705","0,09351282809"
850,Facebook,12/27/2013,870,61,NA,809,NA,NA,NA,"0,4597701149","6,557377049",NA,"0,4944375773",NA,NA,NA,0:00:00,0,809,783,NA,NA,"0,297097697","0,459628423",NA,NA,1176,"0,6903231487","0,4944375773","0,5108556833",NA,NA,"0,3401360544",0,0,NONE,NA,NA,NA,170355,"1,598432685",272301,completed,400,1366,"0,2928257687","0,5016507468",0,NA,"2,348037921","1,468962655"
851,Facebook,12/22/2013,122,63,NA,59,5,1,52,"1,229508197","2,380952381",NA,"2,542372881",30,150,"2,884615385",0:00:00,0,1,1,NA,NA,"3,64E-04","7,40E-04",NA,NA,364,"0,269388178",150,150,NA,NA,"0,4120879121",0,0,NONE,NA,NA,NA,135121,"2,033991756",274835,completed,150,388,"0,3865979381","0,1411756145",0,NA,"1,110116118","0,5457820147"
852,Facebook,12/20/2013,234,NA,4,234,85,NA,26,"0,2136752137",NA,"12,5","0,2136752137","0,5882352941",NA,"1,923076923",0:00:00,0,119,103,NA,NA,"0,6231671554","0,5435929913",NA,NA,145,"0,7652522694","0,4201680672","0,4854368932",NA,NA,"0,3448275862",0,0,NONE,NA,NA,NA,18948,"1,007810851",19096,completed,50,182,"0,2747252747","0,9530791789",0,NA,"2,638800929","2,618349393"
853,Facebook,12/14/2013,302,6,110,296,70,8,103,"0,2450331126","12,33333333","0,6727272727","0,25","1,057142857","9,25","0,7184466019",0:00:00,0,5,5,NA,NA,"0,02623294858","0,02623294858",NA,NA,95,"0,4984260231","14,8","14,8",NA,NA,"0,7789473684",0,0,NONE,NA,NA,NA,19060,1,19060,completed,74,122,"0,606557377","0,6400839454",0,NA,"3,88247639","3,88247639"
854,Facebook,12/14/2013,209,5,NA,204,11,NA,NA,"0,3588516746",15,NA,"0,3676470588","6,818181818",NA,NA,0:00:00,0,193,187,NA,NA,"0,8625312835","0,8475728595",NA,NA,232,"1,051534243","0,3886010363","0,4010695187",NA,NA,"0,3232758621",0,0,NONE,NA,NA,NA,22063,"1,014186647",22376,completed,75,255,"0,2941176471","1,139613872",0,NA,"3,399356389","3,351805506"
855,Facebook,12/14/2013,156,4,28,152,31,5,10,"0,4743589744","18,5","2,642857143","0,4868421053","2,387096774","14,8","7,4",0:00:00,0,78,78,NA,NA,"0,185727552","0,1879608656",NA,NA,110,"0,2650730156","0,9487179487","0,9487179487",NA,NA,"0,6727272727",0,0,NONE,NA,NA,NA,41498,"1,012024676",41997,completed,74,116,"0,6379310345","0,2762102055",0,NA,"1,783218468","1,762030621"
856,Facebook,12/13/2013,457,8,140,449,127,13,41,"0,1619256018","9,25","0,5285714286","0,1648106904","0,5826771654","5,692307692","1,804878049",0:00:00,0,128,120,NA,NA,"0,4027690371","0,383153996",NA,NA,158,"0,5044860947","0,578125","0,6166666667",NA,NA,"0,4683544304",0,0,NONE,NA,NA,NA,31319,"1,014719499",31780,completed,74,201,"0,368159204","0,6324732536",0,NA,"2,362782975","2,328508496"
857,Facebook,12/13/2013,60,33,NA,27,NA,NA,26,"3,333333333","6,060606061",NA,"7,407407407",NA,NA,"7,692307692",0:00:00,0,1,1,NA,NA,"7,12E-04","0,001129369247",NA,NA,498,"0,5624258851",200,200,NA,NA,"0,4016064257",0,0,NONE,NA,NA,NA,88545,"1,587226834",140541,completed,200,522,"0,3831417625","0,3714218627",0,NA,"2,258738495","1,423072271"
858,Facebook,12/20/2013,78,10,NA,68,NA,NA,NA,"1,025641026",8,NA,"1,176470588",NA,NA,NA,0:00:00,0,68,64,NA,NA,"0,0960913433","0,5294944982",NA,NA,90,"0,7446016381","1,176470588","1,25",NA,NA,"0,8888888889",0,0,NONE,NA,NA,NA,12087,"5,854719947",70766,completed,80,119,"0,6722689076","0,1681598508",0,NA,"6,618681228","1,130486392"
859,Facebook,12/18/2013,80,7,NA,73,NA,NA,NA,1,"11,42857143",NA,"1,095890411",NA,NA,NA,0:00:00,0,73,72,NA,NA,"0,1258685794","0,3251738777",NA,NA,106,"0,4787282088","1,095890411","1,111111111",NA,NA,"0,7547169811",0,0,NONE,NA,NA,NA,22142,"2,619320748",57997,completed,80,114,"0,701754386","0,1965618911",0,NA,"3,613043086","1,379381692"
860,Facebook,12/6/2013,229,3,34,226,26,3,30,"0,327510917",25,"2,205882353","0,3318584071","2,884615385",25,"2,5",0:00:00,0,133,99,NA,NA,"0,3549222107","0,271099184",NA,NA,132,"0,3614655786","0,5639097744","0,7575757576",NA,NA,"0,5681818182",0,0,NONE,NA,NA,NA,36518,"1,026151487",37473,completed,75,142,"0,5281690141","0,3789395031",0,NA,"2,053781697","2,001441038"
861,Facebook,12/7/2013,154,10,NA,144,NA,NA,NA,"0,6493506494",10,NA,"0,6944444444",NA,NA,NA,0:00:00,0,144,133,NA,NA,"0,03761932379","0,0866635824",NA,NA,260,"0,1694175295","0,6944444444","0,7518796992",NA,NA,"0,3846153846",0,0,NONE,NA,NA,NA,153467,"2,49423003",382782,completed,100,276,"0,3623188406","0,07210370394",0,NA,"0,6516058827","0,2612453041"
862,Facebook,12/6/2013,154,11,NA,143,NA,NA,NA,"0,6493506494","9,090909091",NA,"0,6993006993",NA,NA,NA,0:00:00,0,143,127,NA,NA,"0,1132457988","0,1403935441",NA,NA,229,"0,2531505638","0,6993006993","0,7874015748",NA,NA,"0,4366812227",0,0,NONE,NA,NA,NA,90460,"1,395909794",126274,completed,100,252,"0,3968253968","0,1995660231",0,NA,"1,105460977","0,7919286631"
863,Facebook,11/30/2013,540,9,3,531,79,6,436,"0,2037037037","12,22222222","36,66666667","0,2071563089","1,392405063","18,33333333","0,252293578",0:00:00,0,7,7,NA,NA,"0,02079557945","0,02079557945",NA,NA,387,"1,149698464","15,71428571","15,71428571",NA,NA,"0,2842377261",0,0,NONE,NA,NA,NA,33661,1,33661,completed,110,436,"0,252293578","1,29526752",0,NA,"3,267876771","3,267876771"
864,Facebook,11/30/2013,160,4,5,156,35,7,107,"0,46875","18,75",15,"0,4807692308","2,142857143","10,71428571","0,7009345794",0:00:00,0,2,2,NA,NA,"0,007918283316","0,007918283316",NA,NA,99,"0,3919550242","37,5","37,5",NA,NA,"0,7575757576",0,0,NONE,NA,NA,NA,25258,1,25258,completed,75,125,"0,6","0,4948927073",0,NA,"2,969356244","2,969356244"
